WK,Stimmen,Jahr,Partei
184,4079,2013,Ungültige
184,3099,2009,Ungültige
184,123304,2013,Gültige
184,125020,2009,Gültige
184,52087,2013,CDU
184,45410,2009,CDU
184,46942,2013,SPD
184,44973,2009,SPD
184,2489,2013,FDP
184,10177,2009,FDP
184,7645,2013,DIE LINKE
184,9449,2009,DIE LINKE
184,9502,2013,GRÜNE
184,12072,2009,GRÜNE
184,4639,2013,PIRATEN
184,2457,2009,NPD
184,482,2009,Übrige
185,221650,2013,Wahlberechtigte
185,221180,2009,Wahlberechtigte
185,158240,2013,Wähler
185,158857,2009,Wähler
185,4637,2013,Ungültige
185,3969,2009,Ungültige
185,153603,2013,Gültige
185,154888,2009,Gültige
185,69930,2013,CDU
185,62281,2009,CDU
185,47984,2013,SPD
185,44542,2009,SPD
185,4376,2013,FDP
185,15843,2009,FDP
185,9479,2013,DIE LINKE
185,11594,2009,DIE LINKE
185,12548,2013,GRÜNE
185,15243,2009,GRÜNE
185,3780,2013,PIRATEN
185,2538,2013,NPD
185,2434,2009,NPD
185,2722,2009,Die Tierschutzpartei
185,2968,2013,FREIE WÄHLER
185,229,2009,Übrige
186,240017,2013,Wahlberechtigte
186,233622,2009,Wahlberechtigte
186,180790,2013,Wähler
186,176435,2009,Wähler
186,4193,2013,Ungültige
186,3467,2009,Ungültige
186,176597,2013,Gültige
186,172968,2009,Gültige
186,63397,2013,CDU
186,60536,2009,CDU
186,65820,2013,SPD
186,60581,2009,SPD
186,4306,2013,FDP
186,13553,2009,FDP
186,9111,2013,DIE LINKE
186,11213,2009,DIE LINKE
186,20704,2013,GRÜNE
186,20963,2009,GRÜNE
186,5033,2013,PIRATEN
186,3866,2009,PIRATEN
186,1437,2013,NPD
186,1860,2009,NPD
186,6789,2013,AfD
186,396,2009,Übrige
187,234360,2013,Wahlberechtigte
187,234911,2009,Wahlberechtigte
187,177273,2013,Wähler
187,176808,2009,Wähler
187,6023,2013,Ungültige
187,5386,2009,Ungültige
187,171250,2013,Gültige
187,171422,2009,Gültige
187,80323,2013,CDU
187,69191,2009,CDU
187,57586,2013,SPD
187,50797,2009,SPD
187,4581,2013,FDP
187,18409,2009,FDP
187,8621,2013,DIE LINKE
187,11574,2009,DIE LINKE
187,11854,2013,GRÜNE
187,16215,2009,GRÜNE
187,5279,2013,PIRATEN
187,3006,2013,NPD
187,2183,2009,NPD
187,1772,2009,REP
187,1281,2009,Übrige
188,199685,2013,Wahlberechtigte
188,199708,2009,Wahlberechtigte
188,148381,2013,Wähler
188,148308,2009,Wähler
188,3252,2013,Ungültige
188,3135,2009,Ungültige
188,145129,2013,Gültige
188,145173,2009,Gültige
188,70131,2013,CDU
188,64472,2009,CDU
188,46099,2013,SPD
188,44903,2009,SPD
188,2795,2013,FDP
188,12966,2009,FDP
188,5730,2013,DIE LINKE
188,9171,2009,DIE LINKE
188,8222,2013,GRÜNE
188,11296,2009,GRÜNE
188,2779,2013,PIRATEN
188,1635,2013,NPD
188,2365,2009,NPD
188,6129,2013,AfD
188,1609,2013,FREIE WÄHLER
198,240333,2013,Wahlberechtigte
198,242568,2009,Wahlberechtigte
198,173536,2013,Wähler
198,172799,2009,Wähler
198,3247,2013,Ungültige
198,3873,2009,Ungültige
198,170289,2013,Gültige
198,168926,2009,Gültige
198,79785,2013,CDU
198,66214,2009,CDU
198,63453,2013,SPD
198,61544,2009,SPD
198,3906,2013,FDP
198,17881,2009,FDP
198,7655,2013,DIE LINKE
198,11331,2009,DIE LINKE
198,6779,2013,GRÜNE
198,9518,2009,GRÜNE
198,3418,2013,PIRATEN
198,2179,2013,NPD
198,2438,2009,NPD
198,3114,2013,FREIE WÄHLER
199,195077,2013,Wahlberechtigte
199,195658,2009,Wahlberechtigte
199,142594,2013,Wähler
199,139346,2009,Wähler
199,3103,2013,Ungültige
199,2813,2009,Ungültige
199,139491,2013,Gültige
199,136533,2009,Gültige
199,77379,2013,CDU
199,62145,2009,CDU
199,39071,2013,SPD
199,33987,2009,SPD
199,3313,2013,FDP
199,20470,2009,FDP
199,6221,2013,DIE LINKE
199,8310,2009,DIE LINKE
199,7813,2013,GRÜNE
199,10094,2009,GRÜNE
199,4255,2013,PIRATEN
199,1527,2009,NPD
199,1439,2013,ödp
200,198113,2013,Wahlberechtigte
200,196560,2009,Wahlberechtigte
200,142888,2013,Wähler
200,138790,2009,Wähler
200,3193,2013,Ungültige
200,3133,2009,Ungültige
200,139695,2013,Gültige
200,135657,2009,Gültige
200,67046,2013,CDU
200,59853,2009,CDU
200,43094,2013,SPD
200,38080,2009,SPD
200,3772,2013,FDP
200,13084,2009,FDP
200,6901,2013,DIE LINKE
200,9935,2009,DIE LINKE
200,11184,2013,GRÜNE
200,13222,2009,GRÜNE
200,3953,2013,PIRATEN
200,1483,2009,NPD
200,3745,2013,FREIE WÄHLER
201,175441,2013,Wahlberechtigte
201,178493,2009,Wahlberechtigte
201,129262,2013,Wähler
201,129502,2009,Wähler
201,3111,2013,Ungültige
201,4212,2009,Ungültige
201,126151,2013,Gültige
201,125290,2009,Gültige
201,67658,2013,CDU
201,59719,2009,CDU
201,35146,2013,SPD
201,29768,2009,SPD
201,3990,2013,FDP
201,15621,2009,FDP
201,5647,2013,DIE LINKE
201,8979,2009,DIE LINKE
201,5083,2013,GRÜNE
201,9690,2009,GRÜNE
201,2606,2013,PIRATEN
201,1273,2013,NPD
201,1513,2009,NPD
201,830,2013,ödp
201,3918,2013,FREIE WÄHLER
202,187473,2013,Wahlberechtigte
202,190569,2009,Wahlberechtigte
202,132299,2013,Wähler
202,133191,2009,Wähler
202,3409,2013,Ungültige
202,3062,2009,Ungültige
202,128890,2013,Gültige
202,130129,2009,Gültige
202,53324,2013,CDU
202,61167,2009,CDU
202,48521,2013,SPD
202,37332,2009,SPD
202,3767,2013,FDP
202,8684,2009,FDP
202,6688,2013,DIE LINKE
202,11579,2009,DIE LINKE
202,5733,2013,GRÜNE
202,8768,2009,GRÜNE
202,2996,2013,PIRATEN
202,1772,2013,NPD
202,1798,2009,NPD
202,5194,2013,FREIE WÄHLER
202,895,2013,Übrige
202,801,2009,Übrige
203,166313,2013,Wahlberechtigte
203,168357,2009,Wahlberechtigte
203,119298,2013,Wähler
203,120001,2009,Wähler
203,2706,2013,Ungültige
203,3429,2009,Ungültige
203,116592,2013,Gültige
203,116572,2009,Gültige
203,65252,2013,CDU
203,53705,2009,CDU
203,30613,2013,SPD
203,28042,2009,SPD
203,3807,2013,FDP
203,16213,2009,FDP
203,3867,2013,DIE LINKE
203,8043,2009,DIE LINKE
203,5775,2013,GRÜNE
203,9274,2009,GRÜNE
203,2068,2013,PIRATEN
203,1063,2013,NPD
203,1295,2009,NPD
203,429,2013,ödp
203,2875,2013,FREIE WÄHLER
203,843,2013,VERNUNFT
204,193803,2013,Wahlberechtigte
204,192571,2009,Wahlberechtigte
204,141134,2013,Wähler
204,139027,2009,Wähler
204,3321,2013,Ungültige
204,3573,2009,Ungültige
204,137813,2013,Gültige
204,135454,2009,Gültige
204,67281,2013,CDU
204,61980,2009,CDU
204,42879,2013,SPD
204,35039,2009,SPD
204,2656,2013,FDP
204,11330,2009,FDP
204,7687,2013,DIE LINKE
204,11639,2009,DIE LINKE
204,9555,2013,GRÜNE
204,14143,2009,GRÜNE
204,3863,2013,PIRATEN
204,1287,2013,NPD
204,1323,2009,NPD
204,1653,2013,FREIE WÄHLER
204,952,2013,Die PARTEI
205,211010,2013,Wahlberechtigte
205,213225,2009,Wahlberechtigte
205,155100,2013,Wähler
205,154343,2009,Wähler
205,3327,2013,Ungültige
205,3255,2009,Ungültige
205,151773,2013,Gültige
205,151088,2009,Gültige
205,74887,2013,CDU
205,65215,2009,CDU
205,47097,2013,SPD
205,44416,2009,SPD
205,3714,2013,FDP
205,16541,2009,FDP
205,7217,2013,DIE LINKE
205,11884,2009,DIE LINKE
205,9014,2013,GRÜNE
205,10685,2009,GRÜNE
205,3707,2013,PIRATEN
205,2341,2013,NPD
205,2347,2009,NPD
205,3796,2013,FREIE WÄHLER
206,256317,2013,Wahlberechtigte
206,251837,2009,Wahlberechtigte
206,196076,2013,Wähler
206,191097,2009,Wähler
206,3583,2013,Ungültige
206,3627,2009,Ungültige
206,192493,2013,Gültige
206,187470,2009,Gültige
206,77285,2013,CDU
206,68081,2009,CDU
206,67169,2013,SPD
206,57338,2009,SPD
206,9633,2013,FDP
206,22054,2009,FDP
206,8359,2013,DIE LINKE
206,10737,2009,DIE LINKE
206,19339,2013,GRÜNE
206,23696,2009,GRÜNE
206,5164,2013,PIRATEN
206,2043,2009,NPD
206,1819,2013,ödp
206,2384,2009,ödp
206,286,2013,BüSo
206,304,2009,BüSo
206,833,2009,DIE VIOLETTEN
206,2609,2013,FREIE WÄHLER
206,830,2013,VERNUNFT
207,201931,2013,Wahlberechtigte
207,202156,2009,Wahlberechtigte
207,148928,2013,Wähler
207,147381,2009,Wähler
207,2953,2013,Ungültige
207,3191,2009,Ungültige
207,145975,2013,Gültige
207,144190,2009,Gültige
207,61337,2013,CDU
207,51892,2009,CDU
207,53948,2013,SPD
207,54255,2009,SPD
207,3652,2013,FDP
207,14051,2009,FDP
207,5359,2013,DIE LINKE
207,10218,2009,DIE LINKE
207,8111,2013,GRÜNE
207,10515,2009,GRÜNE
207,2728,2013,PIRATEN
207,2080,2013,NPD
207,3259,2009,NPD
207,634,2013,ödp
207,6316,2013,AfD
207,1810,2013,FREIE WÄHLER
208,217129,2013,Wahlberechtigte
208,217445,2009,Wahlberechtigte
208,155005,2013,Wähler
208,153455,2009,Wähler
208,3243,2013,Ungültige
208,3013,2009,Ungültige
208,151762,2013,Gültige
208,150442,2009,Gültige
208,65746,2013,CDU
208,57736,2009,CDU
208,54003,2013,SPD
208,48713,2009,SPD
208,3773,2013,FDP
208,12878,2009,FDP
208,7476,2013,DIE LINKE
208,13002,2009,DIE LINKE
208,7247,2013,GRÜNE
208,9277,2009,GRÜNE
208,4179,2013,PIRATEN
208,3188,2009,PIRATEN
208,2666,2013,NPD
208,1807,2009,NPD
208,2452,2013,REP
208,3631,2009,REP
208,281,2013,MLPD
208,210,2009,MLPD
208,3939,2013,FREIE WÄHLER
209,220643,2013,Wahlberechtigte
209,220974,2009,Wahlberechtigte
209,165435,2013,Wähler
209,164052,2009,Wähler
209,3865,2013,Ungültige
209,3870,2009,Ungültige
209,161570,2013,Gültige
209,160182,2009,Gültige
209,77345,2013,CDU
209,71481,2009,CDU
209,46217,2013,SPD
209,40404,2009,SPD
209,4355,2013,FDP
209,14870,2009,FDP
209,7244,2013,DIE LINKE
209,12546,2009,DIE LINKE
209,13054,2013,GRÜNE
209,13748,2009,GRÜNE
209,4189,2013,PIRATEN
209,2728,2013,NPD
209,2710,2009,NPD
209,1099,2013,FAMILIE
209,3140,2009,FAMILIE
209,4528,2013,FREIE WÄHLER
209,811,2013,VERNUNFT
209,1283,2009,Übrige
210,232164,2013,Wahlberechtigte
210,235030,2009,Wahlberechtigte
210,163010,2013,Wähler
210,163350,2009,Wähler
210,4024,2013,Ungültige
210,4062,2009,Ungültige
210,158986,2013,Gültige
210,159288,2009,Gültige
210,59086,2013,CDU
210,52311,2009,CDU
210,61253,2013,SPD
210,55070,2009,SPD
210,3584,2013,FDP
210,14725,2009,FDP
210,11813,2013,DIE LINKE
210,22205,2009,DIE LINKE
210,8446,2013,GRÜNE
210,10834,2009,GRÜNE
210,4810,2013,PIRATEN
210,3953,2013,NPD
210,4143,2009,NPD
210,1896,2013,FAMILIE
210,4145,2013,FREIE WÄHLER
211,180540,2013,Wahlberechtigte
211,184220,2009,Wahlberechtigte
211,128753,2013,Wähler
211,131065,2009,Wähler
211,4085,2013,Ungültige
211,4156,2009,Ungültige
211,124668,2013,Gültige
211,126909,2009,Gültige
211,57201,2013,CDU
211,50035,2009,CDU
211,40180,2013,SPD
211,34342,2009,SPD
211,3446,2013,FDP
211,14105,2009,FDP
211,7486,2013,DIE LINKE
211,15989,2009,DIE LINKE
211,5059,2013,GRÜNE
211,8840,2009,GRÜNE
211,3326,2013,PIRATEN
211,2429,2013,NPD
211,3598,2009,NPD
211,1916,2013,REP
211,3625,2013,FREIE WÄHLER
212,216137,2013,Wahlberechtigte
212,214215,2009,Wahlberechtigte
212,158661,2013,Wähler
212,156149,2009,Wähler
212,3545,2013,Ungültige
212,3719,2009,Ungültige
212,155116,2013,Gültige
212,152430,2009,Gültige
212,75748,2013,CDU
212,61994,2009,CDU
212,43385,2013,SPD
212,42287,2009,SPD
212,6217,2013,FDP
212,19431,2009,FDP
212,6308,2013,DIE LINKE
212,10926,2009,DIE LINKE
212,11064,2013,GRÜNE
212,12637,2009,GRÜNE
212,4608,2013,PIRATEN
212,2082,2013,NPD
212,3230,2009,NPD
212,1605,2013,REP
212,940,2013,ödp
212,3159,2013,FREIE WÄHLER
212,1925,2009,Übrige
258,191191,2013,Wahlberechtigte
258,184454,2009,Wahlberechtigte
258,152546,2013,Wähler
258,142504,2009,Wähler
258,1298,2013,Ungültige
258,1527,2009,Ungültige
258,151248,2013,Gültige
258,140977,2009,Gültige
258,63465,2013,CDU
258,48518,2009,CDU
258,25050,2013,SPD
258,25364,2009,SPD
258,3894,2013,FDP
258,14514,2009,FDP
258,5824,2013,DIE LINKE
258,6601,2009,DIE LINKE
258,41522,2013,GRÜNE
258,42116,2009,GRÜNE
258,3315,2013,PIRATEN
258,2350,2009,PIRATEN
258,673,2013,NPD
258,1068,2009,NPD
258,697,2013,ödp
258,161,2013,BüSo
258,446,2009,BüSo
258,4151,2013,AfD
258,864,2013,FREIE WÄHLER
258,1632,2013,Übrige
259,183064,2013,Wahlberechtigte
259,181088,2009,Wahlberechtigte
259,134355,2013,Wähler
259,129259,2009,Wähler
259,1520,2013,Ungültige
259,1789,2009,Ungültige
259,132835,2013,Gültige
259,127470,2009,Gültige
259,58222,2013,CDU
259,44002,2009,CDU
259,34690,2013,SPD
259,33525,2009,SPD
259,3594,2013,FDP
259,13327,2009,FDP
259,6633,2013,DIE LINKE
259,10902,2009,DIE LINKE
259,18505,2013,GRÜNE
259,21453,2009,GRÜNE
259,3064,2013,PIRATEN
259,1893,2009,PIRATEN
259,1074,2013,NPD
259,1673,2009,NPD
259,121,2013,BüSo
259,373,2009,BüSo
259,281,2013,MLPD
259,322,2009,MLPD
259,4497,2013,AfD
259,1203,2013,FREIE WÄHLER
259,951,2013,Übrige
260,247128,2013,Wahlberechtigte
260,244919,2009,Wahlberechtigte
260,191149,2013,Wähler
260,185176,2009,Wähler
260,2400,2013,Ungültige
260,2730,2009,Ungültige
260,188749,2013,Gültige
260,182446,2009,Gültige
260,102408,2013,CDU
260,82344,2009,CDU
260,44676,2013,SPD
260,36550,2009,SPD
260,6501,2013,FDP
260,23717,2009,FDP
260,7621,2013,DIE LINKE
260,9657,2009,DIE LINKE
260,17750,2013,GRÜNE
260,24138,2009,GRÜNE
260,4482,2013,PIRATEN
260,2798,2009,PIRATEN
260,2581,2013,NPD
260,2914,2009,NPD
260,305,2013,MLPD
260,328,2009,MLPD
260,2425,2013,FREIE WÄHLER
261,166975,2013,Wahlberechtigte
261,165210,2009,Wahlberechtigte
261,129700,2013,Wähler
261,125558,2009,Wähler
261,1275,2013,Ungültige
261,1711,2009,Ungültige
261,128425,2013,Gültige
261,123847,2009,Gültige
261,65825,2013,CDU
261,53829,2009,CDU
261,32379,2013,SPD
261,35396,2009,SPD
261,2474,2013,FDP
261,10819,2009,FDP
261,4788,2013,DIE LINKE
261,6225,2009,DIE LINKE
261,14236,2013,GRÜNE
261,15511,2009,GRÜNE
261,2936,2013,PIRATEN
261,912,2013,NPD
261,1768,2009,NPD
261,1004,2013,REP
261,299,2009,MLPD
261,3871,2013,AfD
262,205756,2013,Wahlberechtigte
262,204091,2009,Wahlberechtigte
262,160053,2013,Wähler
262,154949,2009,Wähler
262,1680,2013,Ungültige
262,2431,2009,Ungültige
262,158373,2013,Gültige
262,152518,2009,Gültige
262,80710,2013,CDU
262,66116,2009,CDU
262,40013,2013,SPD
262,36910,2009,SPD
262,3997,2013,FDP
262,17768,2009,FDP
262,5205,2013,DIE LINKE
262,7973,2009,DIE LINKE
262,15685,2013,GRÜNE
262,21104,2009,GRÜNE
262,3238,2013,PIRATEN
262,1201,2013,NPD
262,2647,2009,NPD
262,2127,2013,REP
262,5055,2013,AfD
262,1142,2013,FREIE WÄHLER
263,179130,2013,Wahlberechtigte
263,180442,2009,Wahlberechtigte
263,132632,2013,Wähler
263,129901,2009,Wähler
263,1921,2013,Ungültige
263,2288,2009,Ungültige
263,130711,2013,Gültige
263,127613,2009,Gültige
263,64095,2013,CDU
263,55049,2009,CDU
263,31646,2013,SPD
263,33916,2009,SPD
263,4393,2013,FDP
263,13177,2009,FDP
263,4710,2013,DIE LINKE
263,8157,2009,DIE LINKE
263,14010,2013,GRÜNE
263,14009,2009,GRÜNE
263,2557,2013,PIRATEN
263,1813,2013,NPD
263,2385,2009,NPD
263,596,2013,ödp
263,920,2009,ödp
263,6891,2013,AfD
264,221739,2013,Wahlberechtigte
264,220220,2009,Wahlberechtigte
264,171509,2013,Wähler
264,164521,2009,Wähler
264,2110,2013,Ungültige
264,2560,2009,Ungültige
264,169399,2013,Gültige
264,161961,2009,Gültige
264,87082,2013,CDU
264,69575,2009,CDU
264,38908,2013,SPD
264,44071,2009,SPD
264,6354,2013,FDP
264,19793,2009,FDP
264,6211,2013,DIE LINKE
264,8627,2009,DIE LINKE
264,17838,2013,GRÜNE
264,15379,2009,GRÜNE
264,3739,2013,PIRATEN
264,2244,2013,NPD
264,2720,2009,NPD
264,1477,2009,ödp
264,520,2013,DIE VIOLETTEN
264,319,2009,MLPD
264,6503,2013,AfD
265,209968,2013,Wahlberechtigte
265,206805,2009,Wahlberechtigte
265,162815,2013,Wähler
265,156053,2009,Wähler
265,2254,2013,Ungültige
265,2440,2009,Ungültige
265,160561,2013,Gültige
265,153613,2009,Gültige
265,80935,2013,CDU
265,61328,2009,CDU
265,33977,2013,SPD
265,34718,2009,SPD
265,5126,2013,FDP
265,19431,2009,FDP
265,7739,2013,DIE LINKE
265,9800,2009,DIE LINKE
265,21666,2013,GRÜNE
265,23966,2009,GRÜNE
265,4349,2013,PIRATEN
265,2251,2013,NPD
265,2436,2009,NPD
265,1145,2013,ödp
265,963,2009,ödp
265,971,2009,PBC
265,3373,2013,FREIE WÄHLER
266,226751,2013,Wahlberechtigte
266,224090,2009,Wahlberechtigte
266,177134,2013,Wähler
266,170674,2009,Wähler
266,2854,2013,Ungültige
266,2745,2009,Ungültige
266,174280,2013,Gültige
266,167929,2009,Gültige
266,92693,2013,CDU
266,70606,2009,CDU
266,45962,2013,SPD
266,39430,2009,SPD
266,5404,2013,FDP
266,24682,2009,FDP
266,7697,2013,DIE LINKE
266,9169,2009,DIE LINKE
266,16474,2013,GRÜNE
266,18626,2009,GRÜNE
266,3442,2013,NPD
266,2798,2009,NPD
266,2608,2013,ödp
266,1177,2009,ödp
266,1441,2009,Übrige
267,241656,2013,Wahlberechtigte
267,241035,2009,Wahlberechtigte
267,173772,2013,Wähler
267,168927,2009,Wähler
267,2885,2013,Ungültige
267,3239,2009,Ungültige
267,170887,2013,Gültige
267,165688,2009,Gültige
267,87777,2013,CDU
267,73308,2009,CDU
267,46231,2013,SPD
267,41484,2009,SPD
267,6178,2013,FDP
267,19924,2009,FDP
267,7554,2013,DIE LINKE
267,10693,2009,DIE LINKE
267,12771,2013,GRÜNE
267,14594,2009,GRÜNE
267,4599,2013,PIRATEN
267,3905,2013,NPD
267,3657,2009,NPD
267,1469,2013,ödp
267,1656,2009,ödp
267,403,2013,MLPD
267,372,2009,MLPD
268,224384,2013,Wahlberechtigte
268,223234,2009,Wahlberechtigte
268,158389,2013,Wähler
268,154351,2009,Wähler
268,2624,2013,Ungültige
268,3030,2009,Ungültige
268,155765,2013,Gültige
268,151321,2009,Gültige
268,81427,2013,CDU
268,65474,2009,CDU
268,35728,2013,SPD
268,32606,2009,SPD
268,6128,2013,FDP
268,19839,2009,FDP
268,6626,2013,DIE LINKE
268,10938,2009,DIE LINKE
268,15569,2013,GRÜNE
268,18132,2009,GRÜNE
268,4226,2013,PIRATEN
268,3184,2013,NPD
268,3328,2009,NPD
268,2877,2013,ödp
268,1004,2009,Übrige
269,175434,2013,Wahlberechtigte
269,176381,2009,Wahlberechtigte
269,130255,2013,Wähler
269,126601,2009,Wähler
269,2468,2013,Ungültige
269,2504,2009,Ungültige
269,127787,2013,Gültige
269,124097,2009,Gültige
269,70748,2013,CDU
269,55492,2009,CDU
269,31673,2013,SPD
269,30902,2009,SPD
269,3541,2013,FDP
269,12822,2009,FDP
269,5079,2013,DIE LINKE
269,8177,2009,DIE LINKE
269,10439,2013,GRÜNE
269,12749,2009,GRÜNE
269,3856,2013,PIRATEN
269,2451,2013,NPD
269,2404,2009,NPD
269,1240,2009,PBC
269,311,2009,Übrige
270,222959,2013,Wahlberechtigte
270,224418,2009,Wahlberechtigte
270,162969,2013,Wähler
270,159936,2009,Wähler
270,2859,2013,Ungültige
270,3218,2009,Ungültige
270,160110,2013,Gültige
270,156718,2009,Gültige
270,92293,2013,CDU
270,70599,2009,CDU
270,39464,2013,SPD
270,39951,2009,SPD
270,2857,2013,FDP
270,15604,2009,FDP
270,7929,2013,DIE LINKE
270,11775,2009,DIE LINKE
270,12402,2013,GRÜNE
270,14226,2009,GRÜNE
270,4934,2013,PIRATEN
270,2996,2009,NPD
270,231,2013,DKP
270,1567,2009,Übrige
271,205735,2013,Wahlberechtigte
271,201833,2009,Wahlberechtigte
271,150050,2013,Wähler
271,143521,2009,Wähler
271,1939,2013,Ungültige
271,2030,2009,Ungültige
271,148111,2013,Gültige
271,141491,2009,Gültige
271,58452,2013,CDU
271,53872,2009,CDU
271,43866,2013,SPD
271,37845,2009,SPD
271,4714,2013,FDP
271,11845,2009,FDP
271,7254,2013,DIE LINKE
271,10034,2009,DIE LINKE
271,20337,2013,GRÜNE
271,21452,2009,GRÜNE
271,5149,2013,PIRATEN
271,4359,2009,PIRATEN
271,912,2013,NPD
271,1534,2009,NPD
271,452,2013,REP
271,234,2009,MLPD
271,5983,2013,AfD
271,992,2013,FREIE WÄHLER
271,316,2009,Übrige
272,209733,2013,Wahlberechtigte
272,208654,2009,Wahlberechtigte
272,159992,2013,Wähler
272,155522,2009,Wähler
272,2737,2013,Ungültige
272,2991,2009,Ungültige
272,157255,2013,Gültige
272,152531,2009,Gültige
272,83848,2013,CDU
272,68951,2009,CDU
272,40735,2013,SPD
272,39021,2009,SPD
272,4490,2013,FDP
272,17668,2009,FDP
272,5896,2013,DIE LINKE
272,8569,2009,DIE LINKE
272,12298,2013,GRÜNE
272,15506,2009,GRÜNE
272,4374,2013,PIRATEN
272,1853,2013,NPD
272,2310,2009,NPD
272,1224,2013,REP
272,2537,2013,FREIE WÄHLER
272,506,2009,Übrige
273,207555,2013,Wahlberechtigte
273,208664,2009,Wahlberechtigte
273,148159,2013,Wähler
273,146160,2009,Wähler
273,2513,2013,Ungültige
273,3219,2009,Ungültige
273,145646,2013,Gültige
273,142941,2009,Gültige
273,77850,2013,CDU
273,68652,2009,CDU
273,33482,2013,SPD
273,33279,2009,SPD
273,4527,2013,FDP
273,14235,2009,FDP
273,5073,2013,DIE LINKE
273,8935,2009,DIE LINKE
273,12233,2013,GRÜNE
273,15404,2009,GRÜNE
273,3058,2013,PIRATEN
273,1642,2013,NPD
273,2436,2009,NPD
273,7021,2013,AfD
273,760,2013,Übrige
274,215943,2013,Wahlberechtigte
274,211807,2009,Wahlberechtigte
274,168177,2013,Wähler
274,162920,2009,Wähler
274,1858,2013,Ungültige
274,2338,2009,Ungültige
274,166319,2013,Gültige
274,160582,2009,Gültige
274,68061,2013,CDU
274,57963,2009,CDU
274,50850,2013,SPD
274,47683,2009,SPD
274,5180,2013,FDP
274,19314,2009,FDP
274,6892,2013,DIE LINKE
274,8985,2009,DIE LINKE
274,20392,2013,GRÜNE
274,24985,2009,GRÜNE
274,3430,2013,PIRATEN
274,1210,2013,NPD
274,1652,2009,NPD
274,663,2013,ödp
274,8143,2013,AfD
274,776,2013,FREIE WÄHLER
274,722,2013,Die PARTEI
275,198525,2013,Wahlberechtigte
275,198437,2009,Wahlberechtigte
275,137796,2013,Wähler
275,134143,2009,Wähler
275,2629,2013,Ungültige
275,2149,2009,Ungültige
275,135167,2013,Gültige
275,131994,2009,Gültige
275,53819,2013,CDU
275,48137,2009,CDU
275,43736,2013,SPD
275,39845,2009,SPD
275,3772,2013,FDP
275,11782,2009,FDP
275,8951,2013,DIE LINKE
275,12520,2009,DIE LINKE
275,16544,2013,GRÜNE
275,16648,2009,GRÜNE
275,4606,2013,PIRATEN
275,2514,2013,NPD
275,2418,2009,NPD
275,270,2013,MLPD
275,333,2009,MLPD
275,955,2013,Die PARTEI
275,311,2009,Übrige
276,213424,2013,Wahlberechtigte
276,215910,2009,Wahlberechtigte
276,155585,2013,Wähler
276,153296,2009,Wähler
276,2300,2013,Ungültige
276,3375,2009,Ungültige
276,153285,2013,Gültige
276,149921,2009,Gültige
276,90624,2013,CDU
276,75337,2009,CDU
276,32696,2013,SPD
276,29977,2009,SPD
276,2807,2013,FDP
276,17199,2009,FDP
276,5158,2013,DIE LINKE
276,9821,2009,DIE LINKE
276,9019,2013,GRÜNE
276,13173,2009,GRÜNE
276,2968,2013,PIRATEN
276,2177,2013,NPD
276,2876,2009,NPD
276,1556,2013,ödp
276,1538,2009,ödp
276,6280,2013,AfD
277,197424,2013,Wahlberechtigte
277,195971,2009,Wahlberechtigte
277,147782,2013,Wähler
277,144215,2009,Wähler
277,2228,2013,Ungültige
277,2928,2009,Ungültige
277,145554,2013,Gültige
277,141287,2009,Gültige
277,72271,2013,CDU
277,59755,2009,CDU
277,37724,2013,SPD
277,35426,2009,SPD
277,3709,2013,FDP
277,17833,2009,FDP
277,5824,2013,DIE LINKE
277,10596,2009,DIE LINKE
277,12031,2013,GRÜNE
277,14952,2009,GRÜNE
277,3866,2013,PIRATEN
277,2040,2013,NPD
277,2725,2009,NPD
277,655,2013,REP
277,759,2013,ödp
277,6675,2013,AfD
278,195953,2013,Wahlberechtigte
278,194304,2009,Wahlberechtigte
278,145107,2013,Wähler
278,141401,2009,Wähler
278,2468,2013,Ungültige
278,3452,2009,Ungültige
278,142639,2013,Gültige
278,137949,2009,Gültige
278,73944,2013,CDU
278,64659,2009,CDU
278,35252,2013,SPD
278,32525,2009,SPD
278,3966,2013,FDP
278,15785,2009,FDP
278,5345,2013,DIE LINKE
278,9995,2009,DIE LINKE
278,9678,2013,GRÜNE
278,12082,2009,GRÜNE
278,3396,2013,PIRATEN
278,1716,2013,NPD
278,2903,2009,NPD
278,1261,2013,REP
278,6277,2013,AfD
278,1804,2013,FREIE WÄHLER
279,219976,2013,Wahlberechtigte
279,220877,2009,Wahlberechtigte
279,159491,2013,Wähler
279,155907,2009,Wähler
279,2294,2013,Ungültige
279,3120,2009,Ungültige
279,157197,2013,Gültige
279,152787,2009,Gültige
279,77737,2013,CDU
279,62224,2009,CDU
279,36059,2013,SPD
279,34944,2009,SPD
279,9064,2013,FDP
279,24640,2009,FDP
279,6435,2013,DIE LINKE
279,10353,2009,DIE LINKE
279,12539,2013,GRÜNE
279,15236,2009,GRÜNE
279,3457,2013,PIRATEN
279,2502,2013,NPD
279,3172,2009,NPD
279,2218,2009,PBC
279,8045,2013,AfD
279,1359,2013,FREIE WÄHLER
280,197679,2013,Wahlberechtigte
280,198923,2009,Wahlberechtigte
280,145151,2013,Wähler
280,142812,2009,Wähler
280,2442,2013,Ungültige
280,2877,2009,Ungültige
280,142709,2013,Gültige
280,139935,2009,Gültige
280,83514,2013,CDU
280,64808,2009,CDU
