WK,Stimmen,Jahr,Partei
49,1163,2009,Bündnis21/RRP
49,4548,2013,AfD
49,1248,2013,FREIE WÄHLER
50,193799,2013,Wahlberechtigte
50,189975,2009,Wahlberechtigte
50,143752,2013,Wähler
50,139948,2009,Wähler
50,1649,2013,Ungültige
50,1736,2009,Ungültige
50,142103,2013,Gültige
50,138212,2009,Gültige
50,49710,2013,CDU
50,47584,2009,CDU
50,61952,2013,SPD
50,53572,2009,SPD
50,3243,2013,FDP
50,7507,2009,FDP
50,7119,2013,DIE LINKE
50,10801,2009,DIE LINKE
50,10117,2013,GRÜNE
50,12012,2009,GRÜNE
50,4012,2013,PIRATEN
50,4214,2009,PIRATEN
50,1032,2013,NPD
50,1310,2009,NPD
50,116,2013,MLPD
50,118,2009,MLPD
50,3894,2013,AfD
50,908,2013,FREIE WÄHLER
50,1094,2009,Übrige
51,187425,2013,Wahlberechtigte
51,187831,2009,Wahlberechtigte
51,133269,2013,Wähler
51,135261,2009,Wähler
51,1927,2013,Ungültige
51,2196,2009,Ungültige
51,131342,2013,Gültige
51,133065,2009,Gültige
51,58760,2013,CDU
51,52427,2009,CDU
51,50826,2013,SPD
51,46064,2009,SPD
51,1839,2013,FDP
51,8480,2009,FDP
51,5731,2013,DIE LINKE
51,10216,2009,DIE LINKE
51,6666,2013,GRÜNE
51,10692,2009,GRÜNE
51,2972,2013,PIRATEN
51,2599,2013,NPD
51,3023,2009,NPD
51,1748,2009,Bündnis21/RRP
51,331,2013,PBC
51,415,2009,PBC
51,1049,2013,FREIE WÄHLER
51,569,2013,Übrige
52,208311,2013,Wahlberechtigte
52,214330,2009,Wahlberechtigte
52,149429,2013,Wähler
52,156221,2009,Wähler
52,2599,2013,Ungültige
52,2638,2009,Ungültige
52,146830,2013,Gültige
52,153583,2009,Gültige
52,61723,2013,CDU
52,54451,2009,CDU
52,62209,2013,SPD
52,60107,2009,SPD
52,2249,2013,FDP
52,12719,2009,FDP
52,6805,2013,DIE LINKE
52,14083,2009,DIE LINKE
52,7833,2013,GRÜNE
52,9624,2009,GRÜNE
52,2373,2013,PIRATEN
52,1967,2013,NPD
52,2599,2009,NPD
52,1402,2013,FREIE WÄHLER
52,269,2013,Übrige
53,222102,2013,Wahlberechtigte
53,224468,2009,Wahlberechtigte
53,165814,2013,Wähler
53,166515,2009,Wähler
53,1974,2013,Ungültige
53,2227,2009,Ungültige
53,163840,2013,Gültige
53,164288,2009,Gültige
53,62558,2013,CDU
53,56503,2009,CDU
53,66192,2013,SPD
53,60483,2009,SPD
53,2633,2013,FDP
53,10765,2009,FDP
53,8581,2013,DIE LINKE
53,12493,2009,DIE LINKE
53,16740,2013,GRÜNE
53,21360,2009,GRÜNE
53,3219,2013,PIRATEN
53,1730,2013,NPD
53,2323,2009,NPD
53,2187,2013,FREIE WÄHLER
53,361,2009,Übrige
54,256547,2013,Wahlberechtigte
54,256131,2009,Wahlberechtigte
54,184512,2013,Wähler
54,188189,2009,Wähler
54,2128,2013,Ungültige
54,2557,2009,Ungültige
54,182384,2013,Gültige
54,185632,2009,Gültige
54,55198,2013,CDU
54,53255,2009,CDU
54,69161,2013,SPD
54,62588,2009,SPD
54,4171,2013,FDP
54,13587,2009,FDP
54,15186,2013,DIE LINKE
54,21226,2009,DIE LINKE
54,25342,2013,GRÜNE
54,31564,2009,GRÜNE
54,4849,2013,PIRATEN
54,1403,2013,NPD
54,2012,2009,NPD
54,207,2013,MLPD
54,343,2009,MLPD
54,5336,2013,AfD
54,1531,2013,Die PARTEI
54,1057,2009,Übrige
55,227276,2013,Wahlberechtigte
55,231847,2009,Wahlberechtigte
55,148510,2013,Wähler
55,154838,2009,Wähler
55,2083,2013,Ungültige
55,2691,2009,Ungültige
55,146427,2013,Gültige
55,152147,2009,Gültige
55,42067,2013,CDU
55,39186,2009,CDU
55,64276,2013,SPD
55,58879,2009,SPD
55,2189,2013,FDP
55,10850,2009,FDP
55,13335,2013,DIE LINKE
55,21647,2009,DIE LINKE
55,12325,2013,GRÜNE
55,16985,2009,GRÜNE
55,3982,2013,PIRATEN
55,2393,2013,NPD
55,2614,2009,NPD
55,432,2013,Bündnis21/RRP
55,1563,2009,Bündnis21/RRP
55,5428,2013,AfD
55,423,2009,Übrige
87,179933,2013,Wahlberechtigte
87,176885,2009,Wahlberechtigte
87,134447,2013,Wähler
87,130211,2009,Wähler
87,1476,2013,Ungültige
87,1582,2009,Ungültige
87,132971,2013,Gültige
87,128629,2009,Gültige
87,54175,2013,CDU
87,50703,2009,CDU
87,46907,2013,SPD
87,38523,2009,SPD
87,2883,2013,FDP
87,11554,2009,FDP
87,8225,2013,DIE LINKE
87,9520,2009,DIE LINKE
87,11931,2013,GRÜNE
87,17241,2009,GRÜNE
87,4541,2013,PIRATEN
87,743,2013,NPD
87,1088,2009,NPD
87,2961,2013,AfD
87,605,2013,FREIE WÄHLER
88,228375,2013,Wahlberechtigte
88,228546,2009,Wahlberechtigte
88,164576,2013,Wähler
88,160816,2009,Wähler
88,3027,2013,Ungültige
88,2766,2009,Ungültige
88,161549,2013,Gültige
88,158050,2009,Gültige
88,73621,2013,CDU
88,63511,2009,CDU
88,57635,2013,SPD
88,54205,2009,SPD
88,3827,2013,FDP
88,13275,2009,FDP
88,9418,2013,DIE LINKE
88,13502,2009,DIE LINKE
88,9096,2013,GRÜNE
88,11056,2009,GRÜNE
88,4543,2013,PIRATEN
88,2153,2013,NPD
88,2501,2009,NPD
88,1256,2013,REP
89,188266,2013,Wahlberechtigte
89,187605,2009,Wahlberechtigte
89,134521,2013,Wähler
89,131761,2009,Wähler
89,2205,2013,Ungültige
89,2409,2009,Ungültige
89,132316,2013,Gültige
89,129352,2009,Gültige
89,70649,2013,CDU
89,65143,2009,CDU
89,37444,2013,SPD
89,31111,2009,SPD
89,2921,2013,FDP
89,12342,2009,FDP
89,5720,2013,DIE LINKE
89,9859,2009,DIE LINKE
89,7511,2013,GRÜNE
89,8933,2009,GRÜNE
89,3310,2013,PIRATEN
89,1718,2013,NPD
89,1964,2009,NPD
89,3043,2013,AfD
90,199550,2013,Wahlberechtigte
90,199907,2009,Wahlberechtigte
90,145541,2013,Wähler
90,144058,2009,Wähler
90,2765,2013,Ungültige
90,2447,2009,Ungültige
90,142776,2013,Gültige
90,141611,2009,Gültige
90,71903,2013,CDU
90,65662,2009,CDU
90,48849,2013,SPD
90,43655,2009,SPD
90,2722,2013,FDP
90,10745,2009,FDP
90,7288,2013,DIE LINKE
90,10079,2009,DIE LINKE
90,6951,2013,GRÜNE
90,8956,2009,GRÜNE
90,4867,2013,PIRATEN
90,2514,2009,NPD
90,196,2013,Übrige
91,247721,2013,Wahlberechtigte
91,245417,2009,Wahlberechtigte
91,182970,2013,Wähler
91,180037,2009,Wähler
91,6195,2013,Ungültige
91,2597,2009,Ungültige
91,176775,2013,Gültige
91,177440,2009,Gültige
91,83598,2013,CDU
91,69845,2009,CDU
91,63676,2013,SPD
91,63487,2009,SPD
91,5390,2013,FDP
91,18620,2009,FDP
91,7820,2013,DIE LINKE
91,11215,2009,DIE LINKE
91,9822,2013,GRÜNE
91,11195,2009,GRÜNE
91,6469,2013,PIRATEN
91,2620,2009,NPD
91,458,2009,Übrige
92,245268,2013,Wahlberechtigte
92,245382,2009,Wahlberechtigte
92,178218,2013,Wähler
92,176069,2009,Wähler
92,3940,2013,Ungültige
92,3421,2009,Ungültige
92,174278,2013,Gültige
92,172648,2009,Gültige
92,88759,2013,CDU
92,75290,2009,CDU
92,53703,2013,SPD
92,50035,2009,SPD
92,6101,2013,FDP
92,20620,2009,FDP
92,8166,2013,DIE LINKE
92,11679,2009,DIE LINKE
92,10066,2013,GRÜNE
92,12239,2009,GRÜNE
92,4894,2013,PIRATEN
92,2589,2013,NPD
92,2321,2009,NPD
92,464,2009,Übrige
93,191277,2013,Wahlberechtigte
93,186798,2009,Wahlberechtigte
93,132837,2013,Wähler
93,127011,2009,Wähler
93,1445,2013,Ungültige
93,1718,2009,Ungültige
93,131392,2013,Gültige
93,125293,2009,Gültige
93,48232,2013,CDU
93,42094,2009,CDU
93,48632,2013,SPD
93,43837,2009,SPD
93,3243,2013,FDP
93,10902,2009,FDP
93,8583,2013,DIE LINKE
93,10614,2009,DIE LINKE
93,13513,2013,GRÜNE
93,15557,2009,GRÜNE
93,3361,2013,PIRATEN
93,1329,2013,NPD
93,1971,2009,NPD
93,170,2013,BüSo
93,3885,2013,AfD
93,444,2013,FREIE WÄHLER
93,318,2009,Übrige
94,233118,2013,Wahlberechtigte
94,224430,2009,Wahlberechtigte
94,184162,2013,Wähler
94,172562,2009,Wähler
94,1478,2013,Ungültige
94,1350,2009,Ungültige
94,182684,2013,Gültige
94,171212,2009,Gültige
94,73011,2013,CDU
94,59710,2009,CDU
94,59975,2013,SPD
94,55471,2009,SPD
94,4762,2013,FDP
94,18455,2009,FDP
94,9521,2013,DIE LINKE
94,9550,2009,DIE LINKE
94,26426,2013,GRÜNE
94,26614,2009,GRÜNE
94,3677,2013,PIRATEN
94,783,2013,NPD
94,1131,2009,NPD
94,107,2013,BüSo
94,281,2009,MLPD
94,3839,2013,AfD
94,583,2013,FREIE WÄHLER
95,201922,2013,Wahlberechtigte
95,197023,2009,Wahlberechtigte
95,141714,2013,Wähler
95,134252,2009,Wähler
95,1765,2013,Ungültige
95,1619,2009,Ungültige
95,139949,2013,Gültige
95,132633,2009,Gültige
95,45999,2013,CDU
95,38093,2009,CDU
95,55021,2013,SPD
95,47625,2009,SPD
95,3158,2013,FDP
95,11187,2009,FDP
95,10883,2013,DIE LINKE
95,11390,2009,DIE LINKE
95,18046,2013,GRÜNE
95,22550,2009,GRÜNE
95,4161,2013,PIRATEN
95,1750,2013,NPD
95,1788,2009,NPD
95,203,2013,BüSo
95,728,2013,FREIE WÄHLER
96,226487,2013,Wahlberechtigte
96,219218,2009,Wahlberechtigte
96,175014,2013,Wähler
96,167574,2009,Wähler
96,2143,2013,Ungültige
96,1898,2009,Ungültige
96,172871,2013,Gültige
96,165676,2009,Gültige
96,64778,2013,CDU
96,51674,2009,CDU
96,65955,2013,SPD
96,55251,2009,SPD
96,10416,2013,FDP
96,31606,2009,FDP
96,7523,2013,DIE LINKE
96,8381,2009,DIE LINKE
96,14797,2013,GRÜNE
96,16856,2009,GRÜNE
96,4113,2013,PIRATEN
96,1211,2009,NPD
96,251,2009,BüSo
96,446,2009,DIE VIOLETTEN
96,4382,2013,AfD
96,907,2013,Die PARTEI
97,234377,2013,Wahlberechtigte
97,231404,2009,Wahlberechtigte
97,172653,2013,Wähler
97,167034,2009,Wähler
97,2251,2013,Ungültige
97,2203,2009,Ungültige
97,170402,2013,Gültige
97,164831,2009,Gültige
97,84556,2013,CDU
97,73959,2009,CDU
97,50271,2013,SPD
97,42568,2009,SPD
97,4172,2013,FDP
97,18727,2009,FDP
97,7946,2013,DIE LINKE
97,10523,2009,DIE LINKE
97,10895,2013,GRÜNE
97,15389,2009,GRÜNE
97,3472,2013,PIRATEN
97,1618,2013,NPD
97,1765,2009,NPD
97,1150,2013,Volksabstimmung
97,1581,2009,Volksabstimmung
97,5519,2013,AfD
97,803,2013,FREIE WÄHLER
97,319,2009,Übrige
98,213791,2013,Wahlberechtigte
98,211859,2009,Wahlberechtigte
98,164635,2013,Wähler
98,161746,2009,Wähler
98,2190,2013,Ungültige
98,1994,2009,Ungültige
98,162445,2013,Gültige
98,159752,2009,Gültige
98,85058,2013,CDU
98,80363,2009,CDU
98,44098,2013,SPD
98,39489,2009,SPD
98,5058,2013,FDP
98,16012,2009,FDP
98,5445,2013,DIE LINKE
98,7430,2009,DIE LINKE
98,11732,2013,GRÜNE
98,14046,2009,GRÜNE
98,3151,2013,PIRATEN
98,1207,2013,NPD
98,1443,2009,NPD
98,598,2013,Volksabstimmung
98,969,2009,Volksabstimmung
98,5058,2013,AfD
98,1040,2013,FREIE WÄHLER
99,209414,2013,Wahlberechtigte
99,211963,2009,Wahlberechtigte
99,150899,2013,Wähler
99,150609,2009,Wähler
99,1983,2013,Ungültige
99,2389,2009,Ungültige
99,148916,2013,Gültige
99,148220,2009,Gültige
99,77800,2013,CDU
99,71759,2009,CDU
99,44773,2013,SPD
99,41165,2009,SPD
99,3226,2013,FDP
99,12990,2009,FDP
99,6373,2013,DIE LINKE
99,9599,2009,DIE LINKE
99,7675,2013,GRÜNE
99,10066,2009,GRÜNE
99,2769,2013,PIRATEN
99,1491,2013,NPD
99,1734,2009,NPD
99,458,2009,ödp
99,4455,2013,AfD
99,354,2013,Übrige
99,449,2009,Übrige
100,216414,2013,Wahlberechtigte
100,215582,2009,Wahlberechtigte
100,169131,2013,Wähler
100,166669,2009,Wähler
100,1527,2013,Ungültige
100,1598,2009,Ungültige
100,167604,2013,Gültige
100,165071,2009,Gültige
100,98017,2013,CDU
100,82523,2009,CDU
100,41894,2013,SPD
100,43992,2009,SPD
100,2937,2013,FDP
100,14198,2009,FDP
100,6884,2013,DIE LINKE
100,8561,2009,DIE LINKE
100,11472,2013,GRÜNE
100,13745,2009,GRÜNE
100,1241,2013,NPD
100,1643,2009,NPD
100,4713,2013,AfD
100,446,2013,Übrige
100,409,2009,Übrige
101,214098,2013,Wahlberechtigte
101,213303,2009,Wahlberechtigte
101,150030,2013,Wähler
101,146460,2009,Wähler
101,2086,2013,Ungültige
101,2044,2009,Ungültige
101,147944,2013,Gültige
101,144416,2009,Gültige
101,58201,2013,CDU
101,51242,2009,CDU
101,61172,2013,SPD
101,53517,2009,SPD
101,3447,2013,FDP
101,11332,2009,FDP
101,8554,2013,DIE LINKE
101,11723,2009,DIE LINKE
101,10589,2013,GRÜNE
101,13386,2009,GRÜNE
101,2450,2013,NPD
101,2364,2009,NPD
101,398,2013,MLPD
101,323,2009,MLPD
101,1604,2013,FREIE WÄHLER
101,1529,2013,Die PARTEI
101,529,2009,Übrige
102,213132,2013,Wahlberechtigte
102,216614,2009,Wahlberechtigte
102,145925,2013,Wähler
102,145089,2009,Wähler
102,2520,2013,Ungültige
102,2101,2009,Ungültige
102,143405,2013,Gültige
102,142988,2009,Gültige
102,52427,2013,CDU
102,49021,2009,CDU
102,58407,2013,SPD
102,51180,2009,SPD
102,4314,2013,FDP
102,11852,2009,FDP
102,10992,2013,DIE LINKE
102,15003,2009,DIE LINKE
102,10198,2013,GRÜNE
102,13308,2009,GRÜNE
102,4264,2013,PIRATEN
102,2803,2013,NPD
102,2337,2009,NPD
102,287,2009,MLPD
103,226117,2013,Wahlberechtigte
103,229927,2009,Wahlberechtigte
103,160929,2013,Wähler
103,162192,2009,Wähler
103,2357,2013,Ungültige
103,2157,2009,Ungültige
103,158572,2013,Gültige
103,160035,2009,Gültige
103,70269,2013,CDU
103,62365,2009,CDU
103,52931,2013,SPD
103,54910,2009,SPD
103,4170,2013,FDP
103,13940,2009,FDP
103,9222,2013,DIE LINKE
103,13418,2009,DIE LINKE
103,11334,2013,GRÜNE
103,12956,2009,GRÜNE
103,4432,2013,PIRATEN
103,2446,2009,NPD
103,430,2013,MLPD
103,5784,2013,AfD
104,205564,2013,Wahlberechtigte
104,204450,2009,Wahlberechtigte
104,154473,2013,Wähler
104,150715,2009,Wähler
104,1800,2013,Ungültige
104,1709,2009,Ungültige
104,152673,2013,Gültige
104,149006,2009,Gültige
104,75628,2013,CDU
104,66300,2009,CDU
104,52832,2013,SPD
104,50319,2009,SPD
104,2964,2013,FDP
104,11674,2009,FDP
104,5697,2013,DIE LINKE
104,8412,2009,DIE LINKE
104,7735,2013,GRÜNE
104,10611,2009,GRÜNE
104,3134,2013,PIRATEN
104,1690,2009,NPD
104,4683,2013,AfD
105,165493,2013,Wahlberechtigte
105,168402,2009,Wahlberechtigte
105,123036,2013,Wähler
105,122690,2009,Wähler
105,1657,2013,Ungültige
105,1541,2009,Ungültige
105,121379,2013,Gültige
105,121149,2009,Gültige
105,55307,2013,CDU
105,48276,2009,CDU
105,45091,2013,SPD
105,43173,2009,SPD
105,2920,2013,FDP
105,11332,2009,FDP
105,5166,2013,DIE LINKE
105,8418,2009,DIE LINKE
105,5987,2013,GRÜNE
105,8447,2009,GRÜNE
105,2997,2013,PIRATEN
105,1503,2009,NPD
105,3911,2013,AfD
106,218889,2013,Wahlberechtigte
106,218215,2009,Wahlberechtigte
106,165028,2013,Wähler
106,159600,2009,Wähler
106,1635,2013,Ungültige
106,1586,2009,Ungültige
106,163393,2013,Gültige
106,158014,2009,Gültige
106,78206,2013,CDU
106,68749,2009,CDU
106,47731,2013,SPD
106,45125,2009,SPD
106,5825,2013,FDP
106,16472,2009,FDP
106,8657,2013,DIE LINKE
106,10266,2009,DIE LINKE
106,13427,2013,GRÜNE
106,15894,2009,GRÜNE
106,3063,2013,PIRATEN
106,824,2013,NPD
106,1304,2009,NPD
106,466,2013,REP
106,173,2013,MLPD
106,204,2009,MLPD
106,5021,2013,AfD
107,196250,2013,Wahlberechtigte
107,195910,2009,Wahlberechtigte
107,139390,2013,Wähler
107,134823,2009,Wähler
107,1983,2013,Ungültige
107,1690,2009,Ungültige
107,137407,2013,Gültige
107,133133,2009,Gültige
107,55990,2013,CDU
107,50233,2009,CDU
107,48065,2013,SPD
107,44295,2009,SPD
107,3980,2013,FDP
107,10758,2009,FDP
107,12538,2013,DIE LINKE
107,12948,2009,DIE LINKE
107,10315,2013,GRÜNE
107,13137,2009,GRÜNE
107,3848,2013,PIRATEN
107,1330,2013,NPD
107,1560,2009,NPD
107,961,2013,REP
107,380,2013,BüSo
107,202,2009,MLPD
108,214614,2013,Wahlberechtigte
108,213950,2009,Wahlberechtigte
108,154444,2013,Wähler
108,149942,2009,Wähler
108,1878,2013,Ungültige
108,1966,2009,Ungültige
108,152566,2013,Gültige
108,147976,2009,Gültige
108,78712,2013,CDU
108,70787,2009,CDU
108,46619,2013,SPD
108,43614,2009,SPD
108,3507,2013,FDP
108,12763,2009,FDP
108,5983,2013,DIE LINKE
108,8709,2009,DIE LINKE
108,7226,2013,GRÜNE
108,9935,2009,GRÜNE
108,3891,2013,PIRATEN
108,1665,2013,NPD
108,2168,2009,NPD
108,4155,2013,AfD
108,808,2013,FREIE WÄHLER
109,192676,2013,Wahlberechtigte
109,194294,2009,Wahlberechtigte
109,127559,2013,Wähler
109,124190,2009,Wähler
109,1953,2013,Ungültige
109,1774,2009,Ungültige
109,125606,2013,Gültige
109,122416,2009,Gültige
109,63843,2013,CDU
109,55784,2009,CDU
109,36665,2013,SPD
109,33852,2009,SPD
109,2847,2013,FDP
109,11573,2009,FDP
109,7827,2013,DIE LINKE
109,9233,2009,DIE LINKE
109,7638,2013,GRÜNE
109,10162,2009,GRÜNE
109,1663,2013,NPD
109,1569,2009,NPD
109,4259,2013,AfD
109,864,2013,Die PARTEI
109,243,2009,Übrige
110,202204,2013,Wahlberechtigte
110,204291,2009,Wahlberechtigte
110,150999,2013,Wähler
110,149731,2009,Wähler
110,1858,2013,Ungültige
110,1695,2009,Ungültige
110,149141,2013,Gültige
110,148036,2009,Gültige
110,73201,2013,CDU
110,62639,2009,CDU
110,46148,2013,SPD
110,43087,2009,SPD
110,5447,2013,FDP
110,18168,2009,FDP
110,6165,2013,DIE LINKE
110,8641,2009,DIE LINKE
110,8693,2013,GRÜNE
110,12043,2009,GRÜNE
110,3372,2013,PIRATEN
110,1415,2013,NPD
110,1358,2009,NPD
110,2100,2009,FAMILIE
110,3633,2013,AfD
110,529,2013,FREIE WÄHLER
110,538,2013,Die PARTEI
111,227631,2013,Wahlberechtigte
111,227805,2009,Wahlberechtigte
111,167490,2013,Wähler
111,164366,2009,Wähler
111,1886,2013,Ungültige
111,1990,2009,Ungültige
111,165604,2013,Gültige
111,162376,2009,Gültige
111,87764,2013,CDU
111,79359,2009,CDU
111,47198,2013,SPD
111,41691,2009,SPD
111,3857,2013,FDP
111,15755,2009,FDP
111,7998,2013,DIE LINKE
111,11102,2009,DIE LINKE
111,8880,2013,GRÜNE
111,12633,2009,GRÜNE
111,3466,2013,PIRATEN
111,1684,2013,NPD
111,1836,2009,NPD
111,4182,2013,AfD
111,575,2013,FREIE WÄHLER
112,225823,2013,Wahlberechtigte
112,226029,2009,Wahlberechtigte
112,161873,2013,Wähler
112,158453,2009,Wähler
112,2383,2013,Ungültige
112,2128,2009,Ungültige
112,159490,2013,Gültige
112,156325,2009,Gültige
112,81216,2013,CDU
112,76480,2009,CDU
112,52778,2013,SPD
112,46290,2009,SPD
112,5003,2013,FDP
112,14620,2009,FDP
112,8787,2009,DIE LINKE
112,9220,2013,GRÜNE
112,10148,2009,GRÜNE
112,4327,2013,PIRATEN
112,1630,2013,NPD
112,5316,2013,AfD
113,207485,2013,Wahlberechtigte
113,207451,2009,Wahlberechtigte
113,153981,2013,Wähler
113,151261,2009,Wähler
113,1736,2013,Ungültige
113,1740,2009,Ungültige
113,152245,2013,Gültige
113,149521,2009,Gültige
113,66172,2013,CDU
113,57576,2009,CDU
113,59709,2013,SPD
113,57225,2009,SPD
113,2781,2013,FDP
113,10624,2009,FDP
113,7527,2013,DIE LINKE
113,11071,2009,DIE LINKE
113,7489,2013,GRÜNE
113,9873,2009,GRÜNE
113,3567,2013,PIRATEN
113,1569,2009,NPD
113,1583,2009,FAMILIE
113,490,2013,Bündnis21/RRP
113,4510,2013,AfD
114,182593,2013,Wahlberechtigte
114,182878,2009,Wahlberechtigte
114,131185,2013,Wähler
114,129601,2009,Wähler
114,1948,2013,Ungültige
114,1681,2009,Ungültige
114,129237,2013,Gültige
114,127920,2009,Gültige
114,51835,2013,CDU
114,44906,2009,CDU
114,53578,2013,SPD
114,50636,2009,SPD
114,3245,2013,FDP
114,11098,2009,FDP
114,6994,2013,DIE LINKE
114,10123,2009,DIE LINKE
114,6888,2013,GRÜNE
114,9462,2009,GRÜNE
114,3040,2013,PIRATEN
114,2039,2013,NPD
114,1425,2009,NPD
114,268,2013,MLPD
114,270,2009,MLPD
114,730,2013,FREIE WÄHLER
114,620,2013,Die PARTEI
115,171223,2013,Wahlberechtigte
115,174332,2009,Wahlberechtigte
115,121815,2013,Wähler
115,119956,2009,Wähler
115,2161,2013,Ungültige
115,1747,2009,Ungültige
115,119654,2013,Gültige
115,118209,2009,Gültige
115,38477,2013,CDU
115,37146,2009,CDU
115,55779,2013,SPD
115,50231,2009,SPD
115,1955,2013,FDP
115,6956,2009,FDP
115,8802,2013,DIE LINKE
115,12481,2009,DIE LINKE
115,6107,2013,GRÜNE
115,8933,2009,GRÜNE
115,3926,2013,PIRATEN
115,4608,2013,NPD
115,2102,2009,NPD
115,360,2009,Übrige
116,166103,2013,Wahlberechtigte
116,171011,2009,Wahlberechtigte
116,105682,2013,Wähler
116,103924,2009,Wähler
116,2063,2013,Ungültige
116,1799,2009,Ungültige
116,103619,2013,Gültige
116,102125,2009,Gültige
116,30654,2013,CDU
116,27634,2009,CDU
116,44759,2013,SPD
116,47568,2009,SPD
116,1680,2013,FDP
116,5734,2009,FDP
116,8920,2013,DIE LINKE
116,11275,2009,DIE LINKE
116,5371,2013,GRÜNE
116,6288,2009,GRÜNE
116,2909,2013,PIRATEN
116,4676,2013,NPD
116,3042,2009,NPD
116,351,2013,MLPD
116,275,2009,MLPD
116,4299,2013,AfD
116,309,2009,Übrige
117,208991,2013,Wahlberechtigte
117,212283,2009,Wahlberechtigte
117,147679,2013,Wähler
117,148108,2009,Wähler
117,2469,2013,Ungültige
117,1982,2009,Ungültige
117,145210,2013,Gültige
117,146126,2009,Gültige
117,46889,2013,CDU
117,40001,2009,CDU
117,65442,2013,SPD
117,65189,2009,SPD
117,2415,2013,FDP
117,9231,2009,FDP
117,10627,2013,DIE LINKE
117,14008,2009,DIE LINKE
117,11396,2013,GRÜNE
117,14772,2009,GRÜNE
117,4440,2013,PIRATEN
117,4001,2013,NPD
117,2643,2009,NPD
117,282,2009,MLPD
118,191475,2013,Wahlberechtigte
118,194638,2009,Wahlberechtigte
118,140961,2013,Wähler
118,140658,2009,Wähler
118,1796,2013,Ungültige
118,1722,2009,Ungültige
118,139165,2013,Gültige
118,138936,2009,Gültige
118,49487,2013,CDU
118,44653,2009,CDU
118,58741,2013,SPD
118,57547,2009,SPD
118,3412,2013,FDP
118,11852,2009,FDP
118,7664,2013,DIE LINKE
118,12143,2009,DIE LINKE
118,8824,2013,GRÜNE
118,10801,2009,GRÜNE
118,3093,2013,PIRATEN
118,2339,2013,NPD
118,1940,2009,NPD
118,222,2013,MLPD
118,5383,2013,AfD
119,167962,2013,Wahlberechtigte
119,171457,2009,Wahlberechtigte
119,108599,2013,Wähler
119,107997,2009,Wähler
119,1614,2013,Ungültige
119,1581,2009,Ungültige
119,106985,2013,Gültige
119,106416,2009,Gültige
119,33243,2013,CDU
119,28968,2009,CDU
119,51677,2013,SPD
119,49023,2009,SPD
119,1721,2013,FDP
119,6967,2009,FDP
119,7752,2013,DIE LINKE
119,11065,2009,DIE LINKE
119,5382,2013,GRÜNE
119,7352,2009,GRÜNE
119,3048,2013,PIRATEN
119,2884,2013,NPD
119,2218,2009,NPD
119,304,2013,BüSo
119,583,2009,BüSo
119,240,2013,MLPD
119,240,2009,MLPD
119,734,2013,Die PARTEI
120,195692,2013,Wahlberechtigte
120,197729,2009,Wahlberechtigte
120,151040,2013,Wähler
120,149281,2009,Wähler
120,1551,2013,Ungültige
120,1591,2009,Ungültige
120,149489,2013,Gültige
120,147690,2009,Gültige
120,59101,2013,CDU
120,53269,2009,CDU
120,59008,2013,SPD
120,57055,2009,SPD
120,3007,2013,FDP
120,11035,2009,FDP
120,7341,2013,DIE LINKE
120,10240,2009,DIE LINKE
120,11576,2013,GRÜNE
120,13969,2009,GRÜNE
120,3169,2013,PIRATEN
120,1489,2013,NPD
120,1614,2009,NPD
120,213,2013,BüSo
120,508,2009,BüSo
120,4015,2013,AfD
120,570,2013,Übrige
121,172167,2013,Wahlberechtigte
121,174767,2009,Wahlberechtigte
121,122346,2013,Wähler
121,124037,2009,Wähler
121,1801,2013,Ungültige
121,1847,2009,Ungültige
121,120545,2013,Gültige
121,122190,2009,Gültige
121,41383,2013,CDU
121,37504,2009,CDU
121,54504,2013,SPD
121,52627,2009,SPD
121,2426,2013,FDP
121,9090,2009,FDP
121,7410,2013,DIE LINKE
121,12781,2009,DIE LINKE
121,6178,2013,GRÜNE
121,7846,2009,GRÜNE
121,2953,2013,PIRATEN
121,1770,2013,NPD
121,2078,2009,NPD
121,3921,2013,AfD
121,264,2009,Übrige
122,191504,2013,Wahlberechtigte
122,194999,2009,Wahlberechtigte
122,137426,2013,Wähler
122,140361,2009,Wähler
122,2221,2013,Ungültige
122,1810,2009,Ungültige
122,135205,2013,Gültige
122,138551,2009,Gültige
122,49404,2013,CDU
122,44021,2009,CDU
122,61748,2013,SPD
122,58984,2009,SPD
122,2122,2013,FDP
122,10678,2009,FDP
122,7529,2013,DIE LINKE
122,13805,2009,DIE LINKE
122,6733,2013,GRÜNE
122,8603,2009,GRÜNE
122,3807,2013,PIRATEN
122,2574,2013,NPD
122,2269,2009,NPD
122,282,2013,MLPD
122,191,2009,MLPD
122,1006,2013,Übrige
123,181476,2013,Wahlberechtigte
123,187486,2009,Wahlberechtigte
123,118452,2013,Wähler
123,121673,2009,Wähler
123,1608,2013,Ungültige
123,2652,2009,Ungültige
123,116844,2013,Gültige
123,119021,2009,Gültige
123,33460,2013,CDU
123,31011,2009,CDU
123,58967,2013,SPD
123,64623,2009,SPD
123,1933,2013,FDP
123,8344,2009,FDP
123,7112,2013,DIE LINKE
123,4270,2013,GRÜNE
123,9013,2009,GRÜNE
123,2670,2013,PIRATEN
123,2833,2013,NPD
123,4199,2009,NPD
123,493,2013,MLPD
123,1831,2009,MLPD
123,4405,2013,AfD
123,701,2013,FREIE WÄHLER
124,201091,2013,Wahlberechtigte
