WK;Name;#Erst;#Zweit
56;Ungültige;1445;1235
56;Gültige;131392;131602
56;CDU;48232;43863
56;SPD;48632;40759
56;FDP;3243;7235
56;GRÜNE;13513;16056
56;DIE LINKE;8583;10709
56;PIRATEN;3361;3501
56;NPD;1329;1032
56;REP;-;168
56;Bündnis 21/RRP;-;80
56;Volksabstimmung;-;208
56;ÖDP;-;204
56;MLPD;-;73
56;BüSo;170;61
56;PSG;-;31
56;AfD;3885;5367
56;BIG;-;254
56;pro Deutschland;-;411
56;DIE RECHTE;-;18
56;FREIE WÄHLER;444;337
56;Nichtwähler;-;241
56;PARTEI DER VERNUNFT;-;111
56;Die PARTEI;-;883
57;Wahlberechtigte;233118;233118
57;Wähler;184162;184162
57;Ungültige;1478;1143
57;Gültige;182684;183019
57;CDU;73011;64909
57;SPD;59975;48190
57;FDP;4762;14871
57;GRÜNE;26426;28642
57;DIE LINKE;9521;12689
57;PIRATEN;3677;4072
57;NPD;783;596
57;REP;-;103
57;Bündnis 21/RRP;-;53
57;Volksabstimmung;-;213
57;ÖDP;-;328
57;MLPD;-;43
57;BüSo;107;38
57;PSG;-;37
57;AfD;3839;5955
57;BIG;-;132
57;pro Deutschland;-;245
57;DIE RECHTE;-;10
57;FREIE WÄHLER;583;403
57;Nichtwähler;-;364
57;PARTEI DER VERNUNFT;-;96
57;Die PARTEI;-;1030
58;Wahlberechtigte;201922;201922
58;Wähler;141714;141714
58;Ungültige;1765;1368
58;Gültige;139949;140346
58;CDU;45999;42902
58;SPD;55021;44240
58;FDP;3158;6339
58;GRÜNE;18046;20905
58;DIE LINKE;10883;12960
58;PIRATEN;4161;3789
58;NPD;1750;1057
58;REP;-;151
58;Bündnis 21/RRP;-;67
58;Volksabstimmung;-;248
58;ÖDP;-;263
58;MLPD;-;57
58;BüSo;203;59
58;PSG;-;34
58;AfD;-;4513
58;BIG;-;381
58;pro Deutschland;-;488
58;DIE RECHTE;-;27
58;FREIE WÄHLER;728;405
58;Nichtwähler;-;293
58;PARTEI DER VERNUNFT;-;127
58;Die PARTEI;-;1041
59;Wahlberechtigte;226487;226487
59;Wähler;175014;175014
59;Ungültige;2143;1775
59;Gültige;172871;173239
59;CDU;64778;62844
59;SPD;65955;44909
59;FDP;10416;14418
59;GRÜNE;14797;23686
59;DIE LINKE;7523;10988
59;PIRATEN;4113;4418
59;NPD;-;801
59;REP;-;92
59;Bündnis 21/RRP;-;47
59;Volksabstimmung;-;197
59;ÖDP;-;293
59;MLPD;-;42
59;BüSo;-;25
59;PSG;-;21
59;AfD;4382;7389
59;BIG;-;955
59;pro Deutschland;-;358
59;DIE RECHTE;-;19
59;FREIE WÄHLER;-;309
59;Nichtwähler;-;217
59;PARTEI DER VERNUNFT;-;132
59;Die PARTEI;907;1079
60;Wahlberechtigte;234377;234377
60;Wähler;172653;172653
60;Ungültige;2251;1906
60;Gültige;170402;170747
60;CDU;84556;74187
60;SPD;50271;46065
60;FDP;4172;10796
60;GRÜNE;10895;14000
60;DIE LINKE;7946;9496
60;PIRATEN;3472;3771
60;NPD;1618;1464
60;REP;-;148
60;Bündnis 21/RRP;-;103
60;Volksabstimmung;1150;809
60;ÖDP;-;238
60;MLPD;-;18
60;BüSo;-;23
60;PSG;-;38
60;AfD;5519;7514
60;BIG;-;152
60;pro Deutschland;-;315
60;DIE RECHTE;-;20
60;FREIE WÄHLER;803;534
60;Nichtwähler;-;205
60;PARTEI DER VERNUNFT;-;138
60;Die PARTEI;-;713
61;Wahlberechtigte;213791;213791
61;Wähler;164635;164635
61;Ungültige;2190;1725
61;Gültige;162445;162910
61;CDU;85058;73860
61;SPD;44098;39571
61;FDP;5058;13468
61;GRÜNE;11732;14122
61;DIE LINKE;5445;7433
61;PIRATEN;3151;3163
61;NPD;1207;1091
61;REP;-;111
61;Bündnis 21/RRP;-;75
61;Volksabstimmung;598;421
61;ÖDP;-;270
61;MLPD;-;18
61;BüSo;-;21
61;PSG;-;17
61;AfD;5058;7362
61;BIG;-;146
61;pro Deutschland;-;299
61;DIE RECHTE;-;10
61;FREIE WÄHLER;1040;585
61;Nichtwähler;-;163
61;PARTEI DER VERNUNFT;-;115
61;Die PARTEI;-;589
62;Wahlberechtigte;209414;209414
62;Wähler;150899;150899
62;Ungültige;1983;1953
62;Gültige;148916;148946
62;CDU;77800;67437
62;SPD;44773;40185
62;FDP;3226;8446
62;GRÜNE;7675;10347
62;DIE LINKE;6373;8055
62;PIRATEN;2769;2849
62;NPD;1491;1329
62;REP;-;152
62;Bündnis 21/RRP;-;72
62;Volksabstimmung;-;363
62;ÖDP;-;262
62;MLPD;-;26
62;BüSo;-;18
62;PSG;-;32
62;AfD;4455;7487
62;BIG;-;80
62;pro Deutschland;-;473
62;DIE RECHTE;-;21
62;FREIE WÄHLER;-;364
62;Nichtwähler;-;189
62;PARTEI DER VERNUNFT;-;130
62;Die PARTEI;-;629
62;K:Staratschek;354;-
63;Wahlberechtigte;216414;216414
63;Wähler;169131;169131
63;Ungültige;1527;1411
63;Gültige;167604;167720
63;CDU;98017;73278
63;SPD;41894;43721
63;FDP;2937;11676
63;GRÜNE;11472;15113
63;DIE LINKE;6884;8473
63;PIRATEN;-;3311
63;NPD;1241;1149
63;REP;-;155
63;Bündnis 21/RRP;-;79
63;Volksabstimmung;-;294
63;ÖDP;-;265
63;MLPD;-;30
63;BüSo;-;25
63;PSG;-;24
63;AfD;4713;7945
63;BIG;-;119
63;pro Deutschland;-;348
63;DIE RECHTE;-;28
63;FREIE WÄHLER;-;463
63;Nichtwähler;-;297
63;PARTEI DER VERNUNFT;-;153
63;Die PARTEI;-;774
63;K:Voss;446;-
64;Wahlberechtigte;214098;214098
64;Wähler;150030;150030
64;Ungültige;2086;1590
64;Gültige;147944;148440
64;CDU;58201;52884
64;SPD;61172;48511
64;FDP;3447;7212
64;GRÜNE;10589;14283
64;DIE LINKE;8554;10615
64;PIRATEN;-;3816
64;NPD;2450;1578
64;REP;-;177
64;Bündnis 21/RRP;-;65
64;Volksabstimmung;-;315
64;ÖDP;-;202
64;MLPD;398;164
64;BüSo;-;30
64;PSG;-;23
64;AfD;-;5807
64;BIG;-;277
64;pro Deutschland;-;514
64;DIE RECHTE;-;16
64;FREIE WÄHLER;1604;632
64;Nichtwähler;-;230
64;PARTEI DER VERNUNFT;-;96
64;Die PARTEI;1529;993
65;Wahlberechtigte;213132;213132
65;Wähler;145925;145925
65;Ungültige;2520;1987
65;Gültige;143405;143938
65;CDU;52427;47470
65;SPD;58407;46638
65;FDP;4314;8198
65;GRÜNE;10198;14318
65;DIE LINKE;10992;12499
65;PIRATEN;4264;3561
65;NPD;2803;1620
65;REP;-;390
65;Bündnis 21/RRP;-;61
65;Volksabstimmung;-;311
65;ÖDP;-;202
65;MLPD;-;131
65;BüSo;-;19
65;PSG;-;37
65;AfD;-;5989
65;BIG;-;187
65;pro Deutschland;-;473
65;DIE RECHTE;-;79
65;FREIE WÄHLER;-;440
65;Nichtwähler;-;227
65;PARTEI DER VERNUNFT;-;126
65;Die PARTEI;-;962
66;Wahlberechtigte;226117;226117
66;Wähler;160929;160929
66;Ungültige;2357;1908
66;Gültige;158572;159021
66;CDU;70269;62029
66;SPD;52931;48123
66;FDP;4170;9650
66;GRÜNE;11334;12676
66;DIE LINKE;9222;10740
66;PIRATEN;4432;3901
66;NPD;-;1590
66;REP;-;345
66;Bündnis 21/RRP;-;74
66;Volksabstimmung;-;320
66;ÖDP;-;216
66;MLPD;430;177
66;BüSo;-;32
66;PSG;-;36
66;AfD;5784;6853
66;BIG;-;263
66;pro Deutschland;-;500
66;DIE RECHTE;-;25
66;FREIE WÄHLER;-;347
66;Nichtwähler;-;200
66;PARTEI DER VERNUNFT;-;138
66;Die PARTEI;-;786
67;Wahlberechtigte;205564;205564
67;Wähler;154473;154473
67;Ungültige;1800;1590
67;Gültige;152673;152883
67;CDU;75628;65696
67;SPD;52832;43173
67;FDP;2964;9660
67;GRÜNE;7735;11699
67;DIE LINKE;5697;7808
67;PIRATEN;3134;3243
67;NPD;-;1273
67;REP;-;283
67;Bündnis 21/RRP;-;96
67;Volksabstimmung;-;273
67;ÖDP;-;229
67;MLPD;-;26
67;BüSo;-;45
67;PSG;-;30
67;AfD;4683;7764
67;BIG;-;148
67;pro Deutschland;-;328
67;DIE RECHTE;-;47
67;FREIE WÄHLER;-;305
67;Nichtwähler;-;199
67;PARTEI DER VERNUNFT;-;101
67;Die PARTEI;-;457
68;Wahlberechtigte;165493;165493
68;Wähler;123036;123036
68;Ungültige;1657;1382
68;Gültige;121379;121654
68;CDU;55307;50254
68;SPD;45091;37580
68;FDP;2920;7421
68;GRÜNE;5987;8408
68;DIE LINKE;5166;6646
68;PIRATEN;2997;2655
68;NPD;-;1097
68;REP;-;197
68;Bündnis 21/RRP;-;55
68;Volksabstimmung;-;212
68;ÖDP;-;147
68;MLPD;-;31
68;BüSo;-;26
68;PSG;-;21
68;AfD;3911;5730
68;BIG;-;96
68;pro Deutschland;-;245
68;DIE RECHTE;-;39
68;FREIE WÄHLER;-;197
68;Nichtwähler;-;176
68;PARTEI DER VERNUNFT;-;74
68;Die PARTEI;-;347
69;Wahlberechtigte;218889;218889
69;Wähler;165028;165028
69;Ungültige;1635;1353
69;Gültige;163393;163675
69;CDU;78206;65978
69;SPD;47731;43269
69;FDP;5825;14985
69;GRÜNE;13427;15445
69;DIE LINKE;8657;10505
69;PIRATEN;3063;3458
69;NPD;824;770
69;REP;466;379
69;Bündnis 21/RRP;-;63
69;Volksabstimmung;-;202
69;ÖDP;-;182
69;MLPD;173;81
69;BüSo;-;33
69;PSG;-;28
69;AfD;5021;6891
69;BIG;-;126
69;pro Deutschland;-;201
69;DIE RECHTE;-;21
69;FREIE WÄHLER;-;241
69;Nichtwähler;-;187
69;PARTEI DER VERNUNFT;-;89
69;Die PARTEI;-;541
70;Wahlberechtigte;196250;196250
70;Wähler;139390;139390
70;Ungültige;1983;1348
70;Gültige;137407;138042
70;CDU;55990;51050
70;SPD;48065;41737
70;FDP;3980;7979
70;GRÜNE;10315;13399
70;DIE LINKE;12538;10705
70;PIRATEN;3848;3509
70;NPD;1330;1048
70;REP;961;550
70;Bündnis 21/RRP;-;65
70;Volksabstimmung;-;245
70;ÖDP;-;188
70;MLPD;-;61
70;BüSo;380;81
70;PSG;-;35
70;AfD;-;5845
70;BIG;-;154
70;pro Deutschland;-;283
70;DIE RECHTE;-;18
70;FREIE WÄHLER;-;256
70;Nichtwähler;-;193
70;PARTEI DER VERNUNFT;-;85
70;Die PARTEI;-;556
71;Wahlberechtigte;214614;214614
71;Wähler;154444;154444
71;Ungültige;1878;1635
71;Gültige;152566;152809
71;CDU;78712;69480
71;SPD;46619;42604
71;FDP;3507;9418
71;GRÜNE;7226;9363
71;DIE LINKE;5983;7606
71;PIRATEN;3891;3666
71;NPD;1665;1503
71;REP;-;226
71;Bündnis 21/RRP;-;92
71;Volksabstimmung;-;297
71;ÖDP;-;187
71;MLPD;-;39
71;BüSo;-;43
71;PSG;-;39
71;AfD;4155;6276
71;BIG;-;201
71;pro Deutschland;-;358
71;DIE RECHTE;-;26
71;FREIE WÄHLER;808;646
71;Nichtwähler;-;168
71;PARTEI DER VERNUNFT;-;107
71;Die PARTEI;-;464
72;Wahlberechtigte;192676;192676
72;Wähler;127559;127559
72;Ungültige;1953;1617
72;Gültige;125606;125942
72;CDU;63843;55030
72;SPD;36665;35447
72;FDP;2847;7414
72;GRÜNE;7638;7792
72;DIE LINKE;7827;8080
72;PIRATEN;-;3149
72;NPD;1663;1339
72;REP;-;145
72;Bündnis 21/RRP;-;45
72;Volksabstimmung;-;199
72;ÖDP;-;158
72;MLPD;-;30
72;BüSo;-;20
72;PSG;-;23
72;AfD;4259;5255
72;BIG;-;124
72;pro Deutschland;-;310
72;DIE RECHTE;-;20
72;FREIE WÄHLER;-;316
72;Nichtwähler;-;179
72;PARTEI DER VERNUNFT;-;123
72;Die PARTEI;864;744
73;Wahlberechtigte;202204;202204
73;Wähler;150999;150999
73;Ungültige;1858;1579
73;Gültige;149141;149420
73;CDU;73201;66802
73;SPD;46148;40968
73;FDP;5447;10901
73;GRÜNE;8693;10303
73;DIE LINKE;6165;7768
73;PIRATEN;3372;3173
73;NPD;1415;1192
73;REP;-;155
73;Bündnis 21/RRP;-;77
73;Volksabstimmung;-;301
73;ÖDP;-;165
73;MLPD;-;42
73;BüSo;-;34
73;PSG;-;34
73;AfD;3633;5753
73;BIG;-;156
73;pro Deutschland;-;289
73;DIE RECHTE;-;24
73;FREIE WÄHLER;529;457
73;Nichtwähler;-;150
73;PARTEI DER VERNUNFT;-;80
73;Die PARTEI;538;596
74;Wahlberechtigte;227631;227631
74;Wähler;167490;167490
74;Ungültige;1886;1693
74;Gültige;165604;165797
74;CDU;87764;76747
74;SPD;47198;44103
74;FDP;3857;10493
74;GRÜNE;8880;11106
74;DIE LINKE;7998;8897
74;PIRATEN;3466;3464
74;NPD;1684;1557
74;REP;-;145
74;Bündnis 21/RRP;-;99
74;Volksabstimmung;-;355
74;ÖDP;-;204
74;MLPD;-;32
74;BüSo;-;37
74;PSG;-;43
74;AfD;4182;6806
74;BIG;-;105
74;pro Deutschland;-;303
74;DIE RECHTE;-;20
74;FREIE WÄHLER;575;457
74;Nichtwähler;-;159
74;PARTEI DER VERNUNFT;-;113
74;Die PARTEI;-;552
75;Wahlberechtigte;225823;225823
75;Wähler;161873;161873
75;Ungültige;2383;1713
75;Gültige;159490;160160
75;CDU;81216;77833
75;SPD;52778;43253
75;FDP;5003;9094
75;GRÜNE;9220;9856
75;DIE LINKE;-;7322
75;PIRATEN;4327;3212
75;NPD;1630;1293
75;REP;-;115
75;Bündnis 21/RRP;-;94
75;Volksabstimmung;-;280
75;ÖDP;-;198
75;MLPD;-;31
75;BüSo;-;24
75;PSG;-;23
75;AfD;5316;6300
75;BIG;-;47
75;pro Deutschland;-;306
75;DIE RECHTE;-;30
75;FREIE WÄHLER;-;234
75;Nichtwähler;-;137
75;PARTEI DER VERNUNFT;-;101
75;Die PARTEI;-;377
76;Wahlberechtigte;207485;207485
76;Wähler;153981;153981
76;Ungültige;1736;1512
76;Gültige;152245;152469
76;CDU;66172;59970
76;SPD;59709;53249
76;FDP;2781;7224
76;GRÜNE;7489;9780
76;DIE LINKE;7527;9091
76;PIRATEN;3567;3154
76;NPD;-;1646
76;REP;-;229
76;Bündnis 21/RRP;490;243
76;Volksabstimmung;-;256
76;ÖDP;-;158
76;MLPD;-;36
76;BüSo;-;25
76;PSG;-;28
76;AfD;4510;5678
76;BIG;-;84
76;pro Deutschland;-;346
76;DIE RECHTE;-;39
76;FREIE WÄHLER;-;295
76;Nichtwähler;-;179
76;PARTEI DER VERNUNFT;-;116
76;Die PARTEI;-;643
77;Wahlberechtigte;182593;182593
77;Wähler;131185;131185
77;Ungültige;1948;1489
77;Gültige;129237;129696
77;CDU;51835;47806
77;SPD;53578;44856
77;FDP;3245;7237
77;GRÜNE;6888;9485
77;DIE LINKE;6994;8546
77;PIRATEN;3040;2739
77;NPD;2039;1463
77;REP;-;166
77;Bündnis 21/RRP;-;74
77;Volksabstimmung;-;222
77;ÖDP;-;126
77;MLPD;268;110
77;BüSo;-;30
77;PSG;-;27
77;AfD;-;5085
77;BIG;-;143
77;pro Deutschland;-;404
77;DIE RECHTE;-;26
77;FREIE WÄHLER;730;402
77;Nichtwähler;-;109
77;PARTEI DER VERNUNFT;-;106
77;Die PARTEI;620;534
78;Wahlberechtigte;171223;171223
78;Wähler;121815;121815
78;Ungültige;2161;1500
78;Gültige;119654;120315
78;CDU;38477;36109
78;SPD;55779;47165
78;FDP;1955;4044
78;GRÜNE;6107;8341
78;DIE LINKE;8802;9475
78;PIRATEN;3926;2897
78;NPD;4608;2748
78;REP;-;318
78;Bündnis 21/RRP;-;76
78;Volksabstimmung;-;267
78;ÖDP;-;156
78;MLPD;-;181
78;BüSo;-;36
78;PSG;-;43
78;AfD;-;6211
78;BIG;-;336
78;pro Deutschland;-;857
78;DIE RECHTE;-;63
78;FREIE WÄHLER;-;207
78;Nichtwähler;-;177
78;PARTEI DER VERNUNFT;-;91
78;Die PARTEI;-;517
79;Wahlberechtigte;166103;166103
79;Wähler;105682;105682
79;Ungültige;2063;1550
79;Gültige;103619;104132
79;CDU;30654;27665
79;SPD;44759;44727
79;FDP;1680;2891
79;GRÜNE;5371;5376
79;DIE LINKE;8920;9160
79;PIRATEN;2909;2449
79;NPD;4676;3507
79;REP;-;299
79;Bündnis 21/RRP;-;115
79;Volksabstimmung;-;248
79;ÖDP;-;75
79;MLPD;351;228
79;BüSo;-;32
79;PSG;-;52
79;AfD;4299;5349
79;BIG;-;335
79;pro Deutschland;-;845
79;DIE RECHTE;-;77
79;FREIE WÄHLER;-;143
79;Nichtwähler;-;122
79;PARTEI DER VERNUNFT;-;72
79;Die PARTEI;-;365
80;Wahlberechtigte;208991;208991
80;Wähler;147679;147679
80;Ungültige;2469;1912
80;Gültige;145210;145767
80;CDU;46889;43882
80;SPD;65442;60222
80;FDP;2415;4802
80;GRÜNE;11396;9604
80;DIE LINKE;10627;11732
80;PIRATEN;4440;3579
80;NPD;4001;2938
80;REP;-;234
80;Bündnis 21/RRP;-;104
80;Volksabstimmung;-;293
80;ÖDP;-;167
80;MLPD;-;92
80;BüSo;-;49
80;PSG;-;47
80;AfD;-;6145
80;BIG;-;155
80;pro Deutschland;-;641
80;DIE RECHTE;-;47
80;FREIE WÄHLER;-;225
80;Nichtwähler;-;168
80;PARTEI DER VERNUNFT;-;116
80;Die PARTEI;-;525
81;Wahlberechtigte;191475;191475
81;Wähler;140961;140961
81;Ungültige;1796;1483
81;Gültige;139165;139478
81;CDU;49487;47247
81;SPD;58741;53275
81;FDP;3412;6388
81;GRÜNE;8824;9837
81;DIE LINKE;7664;8968
81;PIRATEN;3093;2858
81;NPD;2339;2029
81;REP;-;227
81;Bündnis 21/RRP;-;77
81;Volksabstimmung;-;217
81;ÖDP;-;142
81;MLPD;222;108
81;BüSo;-;41
81;PSG;-;42
81;AfD;5383;6404
81;BIG;-;209
81;pro Deutschland;-;469
81;DIE RECHTE;-;53
81;FREIE WÄHLER;-;167
81;Nichtwähler;-;151
81;PARTEI DER VERNUNFT;-;78
81;Die PARTEI;-;491
82;Wahlberechtigte;167962;167962
82;Wähler;108599;108599
82;Ungültige;1614;1319
82;Gültige;106985;107280
82;CDU;33243;30540
82;SPD;51677;44684
82;FDP;1721;3627
82;GRÜNE;5382;7616
82;DIE LINKE;7752;8716
82;PIRATEN;3048;2733
82;NPD;2884;2014
82;REP;-;370
82;Bündnis 21/RRP;-;51
82;Volksabstimmung;-;191
82;ÖDP;-;88
82;MLPD;240;168
82;BüSo;304;81
82;PSG;-;21
82;AfD;-;4556
82;BIG;-;231
82;pro Deutschland;-;385
82;DIE RECHTE;-;28
82;FREIE WÄHLER;-;212
82;Nichtwähler;-;153
82;PARTEI DER VERNUNFT;-;92
82;Die PARTEI;734;723
83;Wahlberechtigte;195692;195692
83;Wähler;151040;151040
83;Ungültige;1551;1268
83;Gültige;149489;149772
83;CDU;59101;54310
83;SPD;59008;49626
83;FDP;3007;8581
83;GRÜNE;11576;14550
83;DIE LINKE;7341;9855
83;PIRATEN;3169;3087
83;NPD;1489;1294
83;REP;-;215
83;Bündnis 21/RRP;-;60
83;Volksabstimmung;-;190
83;ÖDP;-;186
83;MLPD;-;100
83;BüSo;213;91
83;PSG;-;32
83;AfD;4015;5812
83;BIG;-;140
83;pro Deutschland;-;326
83;DIE RECHTE;-;21
83;FREIE WÄHLER;-;236
83;Nichtwähler;-;205
83;PARTEI DER VERNUNFT;-;98
83;Die PARTEI;-;757
83;K:Gramm;570;-
84;Wahlberechtigte;172167;172167
84;Wähler;122346;122346
84;Ungültige;1801;1419
84;Gültige;120545;120927
84;CDU;41383;40898
84;SPD;54504;48070
84;FDP;2426;4100
84;GRÜNE;6178;7716
84;DIE LINKE;7410;8244
84;PIRATEN;2953;2661
84;NPD;1770;1530
84;REP;-;204
84;Bündnis 21/RRP;-;85
84;Volksabstimmung;-;217
84;ÖDP;-;152
84;MLPD;-;86
84;BüSo;-;21
84;PSG;-;37
84;AfD;3921;5464
84;BIG;-;162
84;pro Deutschland;-;402
84;DIE RECHTE;-;41
84;FREIE WÄHLER;-;185
84;Nichtwähler;-;163
84;PARTEI DER VERNUNFT;-;79
84;Die PARTEI;-;410
85;Wahlberechtigte;191504;191504
85;Wähler;137426;137426
85;Ungültige;2221;1702
85;Gültige;135205;135724
85;CDU;49404;47082
85;SPD;61748;54378
85;FDP;2122;4813
85;GRÜNE;6733;7860
85;DIE LINKE;7529;8501
85;PIRATEN;3807;3140
85;NPD;2574;1730
85;REP;-;252
85;Bündnis 21/RRP;-;65
85;Volksabstimmung;-;328
85;ÖDP;-;131
85;MLPD;282;140
85;BüSo;-;29
85;PSG;-;61
85;AfD;-;5494
85;BIG;-;168
85;pro Deutschland;-;440
85;DIE RECHTE;-;66
85;FREIE WÄHLER;-;266
85;Nichtwähler;-;184
85;PARTEI DER VERNUNFT;-;128
85;Die PARTEI;-;468
85;K:Surmann;1006;-
86;Wahlberechtigte;181476;181476
86;Wähler;118452;118452
86;Ungültige;1608;1504
86;Gültige;116844;116948
86;CDU;33460;32380
86;SPD;58967;51514
86;FDP;1933;3468
86;GRÜNE;4270;6413
86;DIE LINKE;7112;8880
86;PIRATEN;2670;2569
86;NPD;2833;2562
86;REP;-;463
86;Bündnis 21/RRP;-;81
86;Volksabstimmung;-;205
86;ÖDP;-;82
86;MLPD;493;398
86;BüSo;-;17
86;PSG;-;22
86;AfD;4405;5553
86;BIG;-;455
86;pro Deutschland;-;702
86;DIE RECHTE;-;48
86;FREIE WÄHLER;701;448
86;Nichtwähler;-;120
86;PARTEI DER VERNUNFT;-;112
86;Die PARTEI;-;456
87;Wahlberechtigte;201091;201091
87;Wähler;147449;147449
87;Ungültige;1602;1243
87;Gültige;145847;146206
87;CDU;75853;72802
87;SPD;46459;41073
87;FDP;4075;7434
87;GRÜNE;7458;8936
87;DIE LINKE;5484;6420
87;PIRATEN;3246;2778
87;NPD;-;943
87;REP;-;123
87;Bündnis 21/RRP;-;54
87;Volksabstimmung;-;152
87;ÖDP;-;155
87;MLPD;-;20
87;BüSo;-;16
87;PSG;-;24
87;AfD;3272;4126
87;BIG;-;40
87;pro Deutschland;-;146
87;DIE RECHTE;-;28
87;FREIE WÄHLER;-;282
87;Nichtwähler;-;130
87;PARTEI DER VERNUNFT;-;90
87;Die PARTEI;-;434
88;Wahlberechtigte;206061;206061
88;Wähler;148181;148181
88;Ungültige;2010;1693
88;Gültige;146171;146488
88;CDU;53354;51021
88;SPD;66913;58800
88;FDP;2372;5095
88;GRÜNE;5277;7998
88;DIE LINKE;7827;9153
88;PIRATEN;3613;3029
88;NPD;-;2208
88;REP;-;327
88;Bündnis 21/RRP;-;79
88;Volksabstimmung;-;280
88;ÖDP;986;465
88;MLPD;299;142
88;BüSo;-;36
88;PSG;-;53
88;AfD;5530;6034
88;BIG;-;243
88;pro Deutschland;-;547
88;DIE RECHTE;-;54
88;FREIE WÄHLER;-;177
88;Nichtwähler;-;142
88;PARTEI DER VERNUNFT;-;110
88;Die PARTEI;-;495
89;Wahlberechtigte;198648;198648
89;Wähler;151387;151387
89;Ungültige;1401;1118
89;Gültige;149986;150269
89;CDU;86028;80352
89;SPD;40643;38391
89;FDP;3389;7915
89;GRÜNE;9548;9138
89;DIE LINKE;4513;5447
89;PIRATEN;3016;2468
89;NPD;-;948
89;REP;-;103
89;Bündnis 21/RRP;-;61
89;Volksabstimmung;-;182
89;ÖDP;-;167
89;MLPD;-;17
89;BüSo;-;17
89;PSG;-;22
89;AfD;2849;4042
89;BIG;-;22
89;pro Deutschland;-;170
89;DIE RECHTE;-;12
89;FREIE WÄHLER;-;248
89;Nichtwähler;-;117
89;PARTEI DER VERNUNFT;-;78
89;Die PARTEI;-;352
90;Wahlberechtigte;190611;190611
90;Wähler;149678;149678
90;Ungültige;1297;1193
90;Gültige;148381;148485
90;CDU;83175;74391
90;SPD;39724;38075
90;FDP;3826;8328
90;GRÜNE;10346;12083
90;DIE LINKE;4929;6167
90;PIRATEN;2884;2605
90;NPD;-;812
90;REP;-;110
90;Bündnis 21/RRP;-;64
90;Volksabstimmung;-;171
90;ÖDP;-;188
90;MLPD;-;22
90;BüSo;-;14
90;PSG;-;29
90;AfD;3036;4216
90;BIG;-;18
90;pro Deutschland;-;243
90;DIE RECHTE;-;13
90;FREIE WÄHLER;-;267
90;Nichtwähler;-;101
90;PARTEI DER VERNUNFT;-;96
90;Die PARTEI;-;472
90;FAMILIE;461;-
91;Wahlberechtigte;193909;193909
91;Wähler;146050;146050
91;Ungültige;1336;1296
91;Gültige;144714;144754
91;CDU;69385;62729
91;SPD;52786;48324
91;FDP;2603;6822
91;GRÜNE;8464;10981
91;DIE LINKE;5533;6765
91;PIRATEN;2356;2504
91;NPD;1021;940
91;REP;-;96
91;Bündnis 21/RRP;-;50
91;Volksabstimmung;-;156
91;ÖDP;-;123
91;MLPD;-;25
91;BüSo;-;16
91;PSG;-;24
91;AfD;2566;4028
91;BIG;-;74
91;pro Deutschland;-;115
91;DIE RECHTE;-;16
91;FREIE WÄHLER;-;279
91;Nichtwähler;-;133
91;PARTEI DER VERNUNFT;-;89
91;Die PARTEI;-;465
92;Wahlberechtigte;227762;227762
92;Wähler;180093;180093
92;Ungültige;1527;1291
92;Gültige;178566;178802
92;CDU;69352;67626
92;SPD;63296;48579
92;FDP;10222;12119
92;GRÜNE;19767;27118
92;DIE LINKE;7620;11254
92;PIRATEN;3582;4037
92;NPD;-;490
92;REP;-;54
92;Bündnis 21/RRP;-;52
92;Volksabstimmung;-;123
92;ÖDP;752;595
92;MLPD;-;51
92;BüSo;-;21
92;PSG;-;27
92;AfD;3651;5236
92;BIG;-;59
92;pro Deutschland;-;139
92;DIE RECHTE;-;23
92;FREIE WÄHLER;-;195
92;Nichtwähler;-;218
92;PARTEI DER VERNUNFT;-;113
92;Die PARTEI;-;673
92;K:Seemann;324;-
93;Wahlberechtigte;210355;210355
93;Wähler;158085;158085
93;Ungültige;1684;1552
93;Gültige;156401;156533
93;CDU;80272;73764
93;SPD;50056;45609
93;FDP;3533;8486
93;GRÜNE;9300;11305
93;DIE LINKE;5488;6858
93;PIRATEN;3163;3123
93;NPD;1134;1090
93;REP;-;122
93;Bündnis 21/RRP;-;53
93;Volksabstimmung;-;223
93;ÖDP;-;178
93;MLPD;-;23
93;BüSo;-;25
93;PSG;-;29
93;AfD;3455;4571
93;BIG;-;53
93;pro Deutschland;-;147
93;DIE RECHTE;-;4
93;FREIE WÄHLER;-;378
93;Nichtwähler;-;93
93;PARTEI DER VERNUNFT;-;70
93;Die PARTEI;-;329
94;Wahlberechtigte;233596;233596
94;Wähler;168983;168983
94;Ungültige;2080;1840
94;Gültige;166903;167143
94;CDU;83869;77361
94;SPD;56031;47962
94;FDP;3146;8236
94;GRÜNE;9069;13148
94;DIE LINKE;7133;8332
94;PIRATEN;3134;3070
94;NPD;-;1260
94;REP;-;139
94;Bündnis 21/RRP;343;164
94;Volksabstimmung;-;222
94;ÖDP;-;354
94;MLPD;-;20
94;BüSo;-;21
94;PSG;-;38
94;AfD;4178;5286
94;BIG;-;111
94;pro Deutschland;-;228
94;DIE RECHTE;-;17
94;FREIE WÄHLER;-;454
94;Nichtwähler;-;171
94;PARTEI DER VERNUNFT;-;112
94;Die PARTEI;-;437
95;Wahlberechtigte;247179;247179
95;Wähler;179625;179625
95;Ungültige;2476;2077
95;Gültige;177149;177548
95;CDU;66021;62698
95;SPD;67464;57931
95;FDP;3523;7055
95;GRÜNE;19026;20711
