WK;Name;#Erst;#Zweit
108;BüSo;-;26
108;DVU;-;206
108;ödp;-;88
108;PIRATEN;-;2889
108;RRP;-;241
108;RENTNER;-;675
109;Wahlberechtigte;232781;232781
109;Wähler;165293;165293
109;Ungültige;2204;1921
109;Gültige;163089;163372
109;SPD;47583;41522
109;CDU;74725;59805
109;FDP;15625;27675
109;GRÜNE;11924;14081
109;DIE LINKE;11432;12460
109;NPD;1800;1324
109;Die Tierschutzpartei;-;922
109;FAMILIE;-;1037
109;REP;-;388
109;Volksabstimmung;-;149
109;MLPD;-;13
109;PSG;-;22
109;ZENTRUM;-;123
109;BüSo;-;48
109;DVU;-;118
109;ödp;-;106
109;PIRATEN;-;2612
109;RRP;-;315
109;RENTNER;-;652
110;Wahlberechtigte;209440;209440
110;Wähler;152242;152242
110;Ungültige;1927;1702
110;Gültige;150315;150540
110;SPD;40010;36741
110;CDU;77687;63133
110;FDP;13753;24530
110;GRÜNE;7966;9460
110;DIE LINKE;9362;10064
110;NPD;1537;1223
110;Die Tierschutzpartei;-;809
110;FAMILIE;-;910
110;REP;-;306
110;Volksabstimmung;-;146
110;MLPD;-;25
110;PSG;-;26
110;ZENTRUM;-;121
110;BüSo;-;23
110;DVU;-;96
110;ödp;-;112
110;PIRATEN;-;2008
110;RRP;-;206
110;RENTNER;-;601
111;Wahlberechtigte;218411;218411
111;Wähler;156878;156878
111;Ungültige;2271;1682
111;Gültige;154607;155196
111;SPD;60500;44822
111;CDU;64217;53999
111;FDP;15482;23059
111;GRÜNE;-;13385
111;DIE LINKE;12009;12362
111;NPD;2399;1910
111;Die Tierschutzpartei;-;920
111;FAMILIE;-;755
111;REP;-;660
111;Volksabstimmung;-;152
111;MLPD;-;22
111;PSG;-;22
111;ZENTRUM;-;88
111;BüSo;-;26
111;DVU;-;67
111;ödp;-;218
111;PIRATEN;-;2044
111;RRP;-;200
111;RENTNER;-;485
112;Wahlberechtigte;214196;214196
112;Wähler;151127;151127
112;Ungültige;1941;1733
112;Gültige;149186;149394
112;SPD;42273;36470
112;CDU;70705;59358
112;FDP;15568;25021
112;GRÜNE;8476;10379
112;DIE LINKE;10100;10797
112;NPD;2064;1564
112;Die Tierschutzpartei;-;978
112;FAMILIE;-;879
112;REP;-;503
112;Volksabstimmung;-;151
112;MLPD;-;40
112;PSG;-;37
112;ZENTRUM;-;115
112;BüSo;-;20
112;DVU;-;119
112;ödp;-;108
112;PIRATEN;-;1901
112;RRP;-;281
112;RENTNER;-;673
113;Wahlberechtigte;210993;210993
113;Wähler;146986;146986
113;Ungültige;1788;1661
113;Gültige;145198;145325
113;SPD;59521;41755
113;CDU;52751;51494
113;FDP;11740;20616
113;GRÜNE;6207;10589
113;DIE LINKE;10431;12450
113;NPD;2331;1902
113;Die Tierschutzpartei;2217;1310
113;FAMILIE;-;810
113;REP;-;555
113;Volksabstimmung;-;169
113;MLPD;-;48
113;PSG;-;23
113;ZENTRUM;-;67
113;BüSo;-;25
113;DVU;-;105
113;ödp;-;105
113;PIRATEN;-;2181
113;RRP;-;335
113;RENTNER;-;786
114;Wahlberechtigte;192360;192360
114;Wähler;140808;140808
114;Ungültige;3801;3513
114;Gültige;137007;137295
114;SPD;51737;45343
114;CDU;48414;41109
114;FDP;13180;20210
114;GRÜNE;11209;13498
114;DIE LINKE;10400;11657
114;NPD;1756;1393
114;REP;-;504
114;Die Tierschutzpartei;-;1121
114;BüSo;-;122
114;MLPD;-;48
114;DVU;-;115
114;PIRATEN;-;2175
114;K:Lenz;311;-
115;Wahlberechtigte;222636;222636
115;Wähler;161033;161033
115;Ungültige;4254;3903
115;Gültige;156779;157130
115;SPD;59621;49114
115;CDU;47643;40134
115;FDP;12188;19820
115;GRÜNE;19246;23320
115;DIE LINKE;15453;17656
115;NPD;1594;1275
115;REP;-;470
115;Die Tierschutzpartei;-;1374
115;BüSo;-;159
115;MLPD;319;173
115;DVU;-;112
115;PIRATEN;-;3523
115;K:Petersen;715;-
116;Wahlberechtigte;184337;184337
116;Wähler;135727;135727
116;Ungültige;3713;3630
116;Gültige;132014;132097
116;SPD;53275;45401
116;CDU;45711;39966
116;FDP;12290;17526
116;GRÜNE;7530;10679
116;DIE LINKE;11080;12927
116;NPD;2128;1939
116;REP;-;422
116;Die Tierschutzpartei;-;1004
116;BüSo;-;155
116;MLPD;-;35
116;DVU;-;95
116;PIRATEN;-;1948
117;Wahlberechtigte;194732;194732
117;Wähler;144490;144490
117;Ungültige;4391;4275
117;Gültige;140099;140215
117;SPD;56519;47585
117;CDU;47053;40592
117;FDP;13487;19854
117;GRÜNE;9370;12935
117;DIE LINKE;11395;12958
117;NPD;2275;1813
117;REP;-;556
117;Die Tierschutzpartei;-;1256
117;BüSo;-;119
117;MLPD;-;37
117;DVU;-;128
117;PIRATEN;-;2382
118;Wahlberechtigte;185071;185071
118;Wähler;135293;135293
118;Ungültige;2382;2195
118;Gültige;132911;133098
118;SPD;51712;38139
118;CDU;47322;41356
118;FDP;10964;17410
118;GRÜNE;10366;16884
118;DIE LINKE;10857;13181
118;NPD;1690;1290
118;REP;-;843
118;Die Tierschutzpartei;-;1116
118;BüSo;-;151
118;MLPD;-;27
118;DVU;-;76
118;PIRATEN;-;2625
119;Wahlberechtigte;212611;212611
119;Wähler;147952;147952
119;Ungültige;3104;2730
119;Gültige;144848;145222
119;SPD;47897;40485
119;CDU;60214;50391
119;FDP;12968;21137
119;GRÜNE;11032;13382
119;DIE LINKE;9815;12133
119;NPD;2922;2236
119;REP;-;741
119;Die Tierschutzpartei;-;1431
119;BüSo;-;147
119;MLPD;-;40
119;DVU;-;127
119;PIRATEN;-;2972
120;Wahlberechtigte;228413;228413
120;Wähler;165668;165668
120;Ungültige;3848;3584
120;Gültige;161820;162084
120;SPD;55331;44222
120;CDU;59441;50276
120;FDP;17928;25687
120;GRÜNE;14140;18853
120;DIE LINKE;11399;14605
120;NPD;2328;1853
120;REP;-;701
120;Die Tierschutzpartei;-;1528
120;BüSo;-;193
120;MLPD;-;46
120;DVU;-;158
120;PIRATEN;-;3962
120;K:Klis;1253;-
121;Wahlberechtigte;239786;239786
121;Wähler;177038;177038
121;Ungültige;4081;3660
121;Gültige;172957;173378
121;SPD;41388;34783
121;CDU;86084;70740
121;FDP;17415;30594
121;GRÜNE;12556;14727
121;DIE LINKE;11923;13377
121;NPD;3591;2722
121;REP;-;1337
121;Die Tierschutzpartei;-;1599
121;BüSo;-;221
121;MLPD;-;58
121;DVU;-;186
121;PIRATEN;-;3034
122;Wahlberechtigte;182246;182246
122;Wähler;141075;141075
122;Ungültige;2300;2217
122;Gültige;138775;138858
122;SPD;35257;29758
122;CDU;62748;49902
122;FDP;16255;27979
122;GRÜNE;12976;15877
122;DIE LINKE;7522;9229
122;NPD;1081;1055
122;REP;862;807
122;Die Tierschutzpartei;2074;1472
122;BüSo;-;127
122;MLPD;-;26
122;DVU;-;74
122;PIRATEN;-;2552
123;Wahlberechtigte;246697;246697
123;Wähler;183820;183820
123;Ungültige;4122;4002
123;Gültige;179698;179818
123;SPD;59420;45085
123;CDU;73702;60038
123;FDP;16284;31612
123;GRÜNE;12425;19242
123;DIE LINKE;11116;13681
123;NPD;3792;3426
123;REP;-;677
123;Die Tierschutzpartei;2631;2069
123;BüSo;-;182
123;MLPD;-;45
123;DVU;-;138
123;PIRATEN;-;3623
123;K:Hachenburger;328;-
124;Wahlberechtigte;221226;221226
124;Wähler;166456;166456
124;Ungültige;3400;2837
124;Gültige;163056;163619
124;SPD;45127;36352
124;CDU;75224;60875
124;FDP;17463;30530
124;GRÜNE;13141;17210
124;DIE LINKE;9066;10853
124;NPD;1432;1490
124;REP;1603;1133
124;Die Tierschutzpartei;-;1665
124;BüSo;-;174
124;MLPD;-;32
124;DVU;-;106
124;PIRATEN;-;3199
125;Wahlberechtigte;187479;187479
125;Wähler;133425;133425
125;Ungültige;2374;2221
125;Gültige;131051;131204
125;SPD;42751;30892
125;CDU;53416;40831
125;FDP;12350;23194
125;GRÜNE;10970;18560
125;DIE LINKE;9016;11333
125;NPD;1516;1070
125;REP;-;1049
125;Die Tierschutzpartei;-;1005
125;BüSo;588;269
125;MLPD;-;37
125;DVU;-;125
125;PIRATEN;-;2839
125;K:Schrader;444;-
126;Wahlberechtigte;241923;241923
126;Wähler;178604;178604
126;Ungültige;4067;4045
126;Gültige;174537;174559
126;SPD;59413;42154
126;CDU;68704;56834
126;FDP;15523;30368
126;GRÜNE;11572;19324
126;DIE LINKE;11985;15139
126;NPD;2289;2317
126;REP;1764;1689
126;Die Tierschutzpartei;3287;2568
126;BüSo;-;220
126;MLPD;-;41
126;DVU;-;142
126;PIRATEN;-;3763
127;Wahlberechtigte;195505;195505
127;Wähler;155748;155748
127;Ungültige;2821;2322
127;Gültige;152927;153426
127;SPD;36629;29515
127;CDU;72680;56989
127;FDP;18588;33225
127;GRÜNE;15618;18258
127;DIE LINKE;7718;8699
127;NPD;1694;1140
127;REP;-;701
127;Die Tierschutzpartei;-;1437
127;BüSo;-;165
127;MLPD;-;30
127;DVU;-;110
127;PIRATEN;-;3157
128;Wahlberechtigte;190058;190058
128;Wähler;132429;132429
128;Ungültige;2217;2091
128;Gültige;130212;130338
128;SPD;39147;29107
128;CDU;45866;36031
128;FDP;12876;22761
128;GRÜNE;15701;20645
128;DIE LINKE;12031;14551
128;NPD;1327;1266
128;REP;862;824
128;Die Tierschutzpartei;1879;1415
128;BüSo;353;210
128;MLPD;170;92
128;DVU;-;81
128;PIRATEN;-;3355
129;Wahlberechtigte;212140;212140
129;Wähler;156548;156548
129;Ungültige;2671;2150
129;Gültige;153877;154398
129;SPD;45074;33243
129;CDU;55027;43089
129;FDP;14336;27031
129;GRÜNE;23403;28225
129;DIE LINKE;11998;15397
129;NPD;1546;1183
129;REP;-;651
129;Die Tierschutzpartei;2077;1503
129;BüSo;416;190
129;MLPD;-;62
129;DVU;-;102
129;PIRATEN;-;3722
130;Wahlberechtigte;172278;172278
130;Wähler;128119;128119
130;Ungültige;3099;2765
130;Gültige;125020;125354
130;SPD;44973;35058
130;CDU;45410;37526
130;FDP;10177;18630
130;GRÜNE;12072;15677
130;DIE LINKE;9449;11103
130;NPD;2457;1680
130;REP;-;1098
130;Die Tierschutzpartei;-;1463
130;BüSo;-;178
130;MLPD;-;60
130;DVU;-;109
130;PIRATEN;-;2772
130;K:Aita;482;-
131;Wahlberechtigte;221180;221180
131;Wähler;158857;158857
131;Ungültige;3969;4213
131;Gültige;154888;154644
131;SPD;44542;34376
131;CDU;62281;49267
131;FDP;15843;28409
131;GRÜNE;15243;19863
131;DIE LINKE;11594;13813
131;NPD;2434;1766
131;REP;-;1068
131;Die Tierschutzpartei;2722;1858
131;BüSo;-;198
131;MLPD;-;41
131;DVU;-;150
131;PIRATEN;-;3835
131;K:Kansiz;229;-
132;Wahlberechtigte;233622;233622
132;Wähler;176435;176435
132;Ungültige;3467;3050
132;Gültige;172968;173385
132;SPD;60581;43605
132;CDU;60536;49924
132;FDP;13553;26539
132;GRÜNE;20963;29727
132;DIE LINKE;11213;14869
132;NPD;1860;1501
132;REP;-;788
132;Die Tierschutzpartei;-;1650
132;BüSo;-;173
132;MLPD;-;87
132;DVU;-;132
132;PIRATEN;3866;4390
132;ADM;396;-
133;Wahlberechtigte;234911;234911
133;Wähler;176808;176808
133;Ungültige;5386;4959
133;Gültige;171422;171849
133;SPD;50797;42756
133;CDU;69191;56677
133;FDP;18409;29697
133;GRÜNE;16215;19379
133;DIE LINKE;11574;13403
133;NPD;2183;1907
133;REP;1772;1723
133;Die Tierschutzpartei;-;1765
133;BüSo;-;228
133;MLPD;-;79
133;DVU;-;137
133;PIRATEN;-;4098
133;K:Schumacher;822;-
133;K:Merkel;459;-
134;Wahlberechtigte;199708;199708
134;Wähler;148308;148308
134;Ungültige;3135;2708
134;Gültige;145173;145600
134;SPD;44903;35748
134;CDU;64472;50275
134;FDP;12966;25219
134;GRÜNE;11296;15683
134;DIE LINKE;9171;10891
134;NPD;2365;1607
134;REP;-;1458
134;Die Tierschutzpartei;-;1618
134;BüSo;-;165
134;MLPD;-;41
134;DVU;-;113
134;PIRATEN;-;2782
135;Wahlberechtigte;242568;242568
135;Wähler;172799;172799
135;Ungültige;3873;2735
135;Gültige;168926;170064
135;CDU;66214;61307
135;SPD;61544;42279
135;FDP;17881;28754
135;GRÜNE;9518;14005
135;DIE LINKE;11331;15360
135;NPD;2438;1820
135;REP;-;689
135;FAMILIE;-;1548
135;PBC;-;1022
135;MLPD;-;72
135;DVU;-;123
135;ödp;-;327
135;PIRATEN;-;2758
136;Wahlberechtigte;195658;195658
136;Wähler;139346;139346
136;Ungültige;2813;2187
136;Gültige;136533;137159
136;CDU;62145;54737
136;SPD;33987;28973
136;FDP;20470;25933
136;GRÜNE;10094;11622
136;DIE LINKE;8310;10171
136;NPD;1527;1192
136;REP;-;409
136;FAMILIE;-;1123
136;PBC;-;288
136;MLPD;-;31
136;DVU;-;79
136;ödp;-;397
136;PIRATEN;-;2204
137;Wahlberechtigte;196560;196560
137;Wähler;138790;138790
137;Ungültige;3133;2553
137;Gültige;135657;136237
137;CDU;59853;49065
137;SPD;38080;32414
137;FDP;13084;23679
137;GRÜNE;13222;13732
137;DIE LINKE;9935;11239
137;NPD;1483;1188
137;REP;-;432
137;FAMILIE;-;1118
137;PBC;-;227
137;MLPD;-;31
137;DVU;-;98
137;ödp;-;324
137;PIRATEN;-;2690
138;Wahlberechtigte;179373;179373
138;Wähler;130191;130191
138;Ungültige;4233;2635
138;Gültige;125958;127556
138;CDU;60105;50302
138;SPD;29859;26447
138;FDP;15714;24248
138;GRÜNE;9724;10265
138;DIE LINKE;9035;10568
138;NPD;1521;1137
138;REP;-;485
138;FAMILIE;-;1286
138;PBC;-;386
138;MLPD;-;25
138;DVU;-;100
138;ödp;-;284
138;PIRATEN;-;2023
139;Wahlberechtigte;190569;190569
139;Wähler;133191;133191
139;Ungültige;3062;2458
139;Gültige;130129;130733
139;CDU;61167;43300
139;SPD;37332;34984
139;FDP;8684;21190
139;GRÜNE;8768;11065
139;DIE LINKE;11579;14197
139;NPD;1798;1560
139;REP;-;547
139;FAMILIE;-;1158
139;PBC;-;248
139;MLPD;-;36
139;DVU;-;158
139;ödp;-;260
139;PIRATEN;-;2030
139;K:Jansen;801;-
140;Wahlberechtigte;168357;168357
140;Wähler;120001;120001
140;Ungültige;3429;2390
140;Gültige;116572;117611
140;CDU;53705;48270
140;SPD;28042;22419
140;FDP;16213;22500
140;GRÜNE;9274;9922
140;DIE LINKE;8043;9642
140;NPD;1295;1021
140;REP;-;354
140;FAMILIE;-;1237
140;PBC;-;149
140;MLPD;-;22
140;DVU;-;92
140;ödp;-;266
140;PIRATEN;-;1717
141;Wahlberechtigte;191691;191691
141;Wähler;138338;138338
141;Ungültige;3552;2328
141;Gültige;134786;136010
141;CDU;61594;50210
141;SPD;34948;30348
141;FDP;11237;20354
141;GRÜNE;14109;16456
141;DIE LINKE;11583;13070
141;NPD;1315;1092
141;REP;-;347
141;FAMILIE;-;1111
141;PBC;-;154
141;MLPD;-;27
141;DVU;-;74
141;ödp;-;284
141;PIRATEN;-;2483
142;Wahlberechtigte;213225;213225
142;Wähler;154343;154343
142;Ungültige;3255;2698
142;Gültige;151088;151645
142;CDU;65215;53078
142;SPD;44416;36122
142;FDP;16541;28104
142;GRÜNE;10685;13047
142;DIE LINKE;11884;13186
142;NPD;2347;1895
142;REP;-;638
142;FAMILIE;-;1627
142;PBC;-;540
142;MLPD;-;31
142;DVU;-;118
142;ödp;-;311
142;PIRATEN;-;2948
143;Wahlberechtigte;251837;251837
143;Wähler;191097;191097
143;Ungültige;3627;2619
143;Gültige;187470;188478
143;CDU;68081;61777
143;SPD;57338;43303
143;FDP;22054;29045
143;GRÜNE;23696;29745
143;DIE LINKE;10737;13922
143;NPD;2043;1153
143;REP;-;2265
143;FAMILIE;-;1035
143;PBC;-;245
143;MLPD;-;34
143;DVU;-;96
143;ödp;2384;1305
143;PIRATEN;-;4553
143;BüSo;304;-
143;DIE VIOLETTEN;833;-
144;Wahlberechtigte;202156;202156
144;Wähler;147381;147381
144;Ungültige;3191;2788
144;Gültige;144190;144593
144;CDU;51892;46831
144;SPD;54255;39125
144;FDP;14051;22748
144;GRÜNE;10515;14609
144;DIE LINKE;10218;12098
144;NPD;3259;2284
144;REP;-;1508
144;FAMILIE;-;1468
144;PBC;-;421
144;MLPD;-;30
144;DVU;-;137
144;ödp;-;425
144;PIRATEN;-;2909
145;Wahlberechtigte;217445;217445
145;Wähler;153455;153455
145;Ungültige;3013;2744
145;Gültige;150442;150711
145;CDU;57736;48785
145;SPD;48713;40325
145;FDP;12878;22392
145;GRÜNE;9277;12919
145;DIE LINKE;13002;15457
145;NPD;1807;1798
145;REP;3631;3601
145;FAMILIE;-;1443
145;PBC;-;314
145;MLPD;210;121
145;DVU;-;158
145;ödp;-;319
145;PIRATEN;3188;3079
146;Wahlberechtigte;220974;220974
146;Wähler;164052;164052
146;Ungültige;3870;2884
146;Gültige;160182;161168
146;CDU;71481;57953
146;SPD;40404;36117
146;FDP;14870;26988
146;GRÜNE;13748;16485
146;DIE LINKE;12546;13486
146;NPD;2710;1935
146;REP;-;1918
146;FAMILIE;3140;2217
146;PBC;-;453
146;MLPD;-;44
146;DVU;-;116
146;ödp;-;426
146;PIRATEN;-;3030
146;K:Kunz;1283;-
147;Wahlberechtigte;235030;235030
147;Wähler;163350;163350
147;Ungültige;4062;3166
147;Gültige;159288;160184
147;CDU;52311;45212
147;SPD;55070;44362
147;FDP;14725;22932
147;GRÜNE;10834;13936
147;DIE LINKE;22205;22670
147;NPD;4143;3197
147;REP;-;1373
147;FAMILIE;-;2074
147;PBC;-;414
147;MLPD;-;55
147;DVU;-;132
147;ödp;-;406
147;PIRATEN;-;3421
148;Wahlberechtigte;184220;184220
148;Wähler;131065;131065
148;Ungültige;4156;3205
148;Gültige;126909;127860
148;CDU;50035;44143
148;SPD;34342;28982
148;FDP;14105;19605
148;GRÜNE;8840;8528
148;DIE LINKE;15989;16977
148;NPD;3598;2533
148;REP;-;1662
148;FAMILIE;-;1945
148;PBC;-;387
148;MLPD;-;32
148;DVU;-;114
148;ödp;-;391
148;PIRATEN;-;2561
149;Wahlberechtigte;214215;214215
149;Wähler;156149;156149
149;Ungültige;3719;3029
149;Gültige;152430;153120
149;CDU;61994;52517
149;SPD;42287;34790
149;FDP;19431;26201
149;GRÜNE;12637;15635
149;DIE LINKE;10926;13137
149;NPD;3230;2272
149;REP;-;1980
149;FAMILIE;-;1889
149;PBC;-;575
149;MLPD;-;59
149;DVU;-;134
149;ödp;-;609
149;PIRATEN;-;3322
149;K:Dietert;1197;-
149;K:Berger;728;-
150;Wahlberechtigte;184454;184454
150;Wähler;142504;142504
150;Ungültige;1527;1120
150;Gültige;140977;141384
150;CDU;48518;39482
150;SPD;25364;26656
150;FDP;14514;27557
150;GRÜNE;42116;31076
150;DIE LINKE;6601;9439
150;NPD;1068;691
150;REP;-;758
150;PBC;-;250
150;MLPD;-;144
150;BüSo;446;150
150;Volksabstimmung;-;143
150;ADM;-;30
150;DVU;-;60
150;DIE VIOLETTEN;-;361
150;Die Tierschutzpartei;-;667
150;ödp;-;494
150;PIRATEN;2350;3426
151;Wahlberechtigte;181088;181088
151;Wähler;129259;129259
151;Ungültige;1789;1539
151;Gültige;127470;127720
151;CDU;44002;37151
151;SPD;33525;26675
151;FDP;13327;22059
151;GRÜNE;21453;22916
151;DIE LINKE;10902;11437
151;NPD;1673;999
151;REP;-;1365
151;PBC;-;263
151;MLPD;322;253
151;BüSo;373;128
151;Volksabstimmung;-;217
151;ADM;-;43
151;DVU;-;62
151;DIE VIOLETTEN;-;336
151;Die Tierschutzpartei;-;756
151;ödp;-;444
151;PIRATEN;1893;2616
152;Wahlberechtigte;244919;244919
152;Wähler;185176;185176
152;Ungültige;2730;2507
152;Gültige;182446;182669
152;CDU;82344;61918
152;SPD;36550;34915
152;FDP;23717;38125
152;GRÜNE;24138;25364
152;DIE LINKE;9657;11118
152;NPD;2914;2265
152;REP;-;1273
152;PBC;-;1085
152;MLPD;328;197
152;BüSo;-;68
152;Volksabstimmung;-;346
152;ADM;-;49
152;DVU;-;88
152;DIE VIOLETTEN;-;356
152;Die Tierschutzpartei;-;1089
152;ödp;-;552
152;PIRATEN;2798;3861
153;Wahlberechtigte;165210;165210
153;Wähler;125558;125558
153;Ungültige;1711;1450
153;Gültige;123847;124108
153;CDU;53829;41672
153;SPD;35396;25797
153;FDP;10819;22873
153;GRÜNE;15511;19402
153;DIE LINKE;6225;7680
153;NPD;1768;1069
153;REP;-;1601
153;PBC;-;275
153;MLPD;299;148
153;BüSo;-;68
153;Volksabstimmung;-;239
153;ADM;-;50
153;DVU;-;40
153;DIE VIOLETTEN;-;210
153;Die Tierschutzpartei;-;582
153;ödp;-;351
153;PIRATEN;-;2051
154;Wahlberechtigte;204091;204091
154;Wähler;154949;154949
154;Ungültige;2431;1978
154;Gültige;152518;152971
154;CDU;66116;51146
154;SPD;36910;28943
154;FDP;17768;31686
154;GRÜNE;21104;22902
154;DIE LINKE;7973;8661
154;NPD;2647;1411
154;REP;-;2651
154;PBC;-;701
154;MLPD;-;88
154;BüSo;-;94
154;Volksabstimmung;-;502
154;ADM;-;100
154;DVU;-;59
154;DIE VIOLETTEN;-;275
154;Die Tierschutzpartei;-;787
154;ödp;-;413
154;PIRATEN;-;2552
155;Wahlberechtigte;180442;180442
155;Wähler;129901;129901
155;Ungültige;2288;2045
155;Gültige;127613;127856
155;CDU;55049;42318
155;SPD;33916;26524
155;FDP;13177;24408
155;GRÜNE;14009;17018
155;DIE LINKE;8157;9327
155;NPD;2385;1730
155;REP;-;1377
155;PBC;-;465
155;MLPD;-;79
155;BüSo;-;60
155;Volksabstimmung;-;261
155;ADM;-;46
155;DVU;-;68
155;DIE VIOLETTEN;-;325
155;Die Tierschutzpartei;-;956
155;ödp;920;523
155;PIRATEN;-;2371
156;Wahlberechtigte;220220;220220
156;Wähler;164521;164521
156;Ungültige;2560;2140
156;Gültige;161961;162381
156;CDU;69575;53864
156;SPD;44071;31431
156;FDP;19793;33634
156;GRÜNE;15379;22834
156;DIE LINKE;8627;10511
156;NPD;2720;1775
156;REP;-;1503
156;PBC;-;907
156;MLPD;319;140
156;BüSo;-;70
156;Volksabstimmung;-;311
156;ADM;-;124
156;DVU;-;94
156;DIE VIOLETTEN;-;503
156;Die Tierschutzpartei;-;934
156;ödp;1477;881
156;PIRATEN;-;2865
157;Wahlberechtigte;206805;206805
157;Wähler;156053;156053
157;Ungültige;2440;1882
157;Gültige;153613;154171
157;CDU;61328;50274
157;SPD;34718;31079
157;FDP;19431;30179
157;GRÜNE;23966;23090
157;DIE LINKE;9800;10382
157;NPD;2436;1538
157;REP;-;1548
157;PBC;971;608
157;MLPD;-;109
157;BüSo;-;64
157;Volksabstimmung;-;245
157;ADM;-;59
157;DVU;-;70
157;DIE VIOLETTEN;-;360
157;Die Tierschutzpartei;-;943
157;ödp;963;628
157;PIRATEN;-;2995
158;Wahlberechtigte;224090;224090
158;Wähler;170674;170674
158;Ungültige;2745;2300
158;Gültige;167929;168374
158;CDU;70606;55618
158;SPD;39430;33711
158;FDP;24682;34641
158;GRÜNE;18626;22773
158;DIE LINKE;9169;10852
158;NPD;2798;1941
158;REP;-;1954
158;PBC;-;905
158;MLPD;-;60
158;BüSo;-;85
158;Volksabstimmung;-;318
158;ADM;-;68
158;DVU;-;108
158;DIE VIOLETTEN;-;353
158;Die Tierschutzpartei;-;1161
158;ödp;1177;785
158;PIRATEN;-;3041
158;K:Mackert;1095;-
158;K:Winkler;346;-
159;Wahlberechtigte;241035;241035
159;Wähler;168927;168927
159;Ungültige;3239;2698
159;Gültige;165688;166229
159;CDU;73308;57889
159;SPD;41484;35331
159;FDP;19924;31932
159;GRÜNE;14594;16917
159;DIE LINKE;10693;12256
159;NPD;3657;2622
159;REP;-;1853
159;PBC;-;912
159;MLPD;372;186
159;BüSo;-;70
159;Volksabstimmung;-;358
159;ADM;-;62
159;DVU;-;160
159;DIE VIOLETTEN;-;264
159;Die Tierschutzpartei;-;1131
159;ödp;1656;1040
159;PIRATEN;-;3246
160;Wahlberechtigte;223234;223234
160;Wähler;154351;154351
160;Ungültige;3030;2561
160;Gültige;151321;151790
160;CDU;65474;52745
160;SPD;32606;27907
160;FDP;19839;28688
160;GRÜNE;18132;19829
160;DIE LINKE;10938;11554
160;NPD;3328;2429
160;REP;-;1444
160;PBC;-;1173
160;MLPD;-;86
160;BüSo;-;78
160;Volksabstimmung;-;401
160;ADM;-;57
160;DVU;-;157
160;DIE VIOLETTEN;-;317
160;Die Tierschutzpartei;-;1070
160;ödp;-;905
160;PIRATEN;-;2950
160;K:Lange;1004;-
161;Wahlberechtigte;176381;176381
161;Wähler;126601;126601
161;Ungültige;2504;2189
161;Gültige;124097;124412
161;CDU;55492;44068
161;SPD;30902;24289
161;FDP;12822;23060
161;GRÜNE;12749;15606
161;DIE LINKE;8177;8840
161;NPD;2404;1578
161;REP;-;1608
161;PBC;1240;909
161;MLPD;-;92
161;BüSo;-;79
161;Volksabstimmung;-;276
161;ADM;-;56
161;DVU;-;83
161;DIE VIOLETTEN;-;329
161;Die Tierschutzpartei;-;777
161;ödp;-;533
161;PIRATEN;-;2229
161;K:Riebesam;311;-
162;Wahlberechtigte;224418;224418
162;Wähler;159936;159936
162;Ungültige;3218;2871
162;Gültige;156718;157065
162;CDU;70599;57878
162;SPD;39951;32195
162;FDP;15604;26534
162;GRÜNE;14226;17732
162;DIE LINKE;11775;12351
162;NPD;2996;1867
162;REP;-;2251
162;PBC;-;644
162;MLPD;-;55
162;BüSo;-;86
162;Volksabstimmung;-;397
162;ADM;-;66
162;DVU;-;123
162;DIE VIOLETTEN;-;314
162;Die Tierschutzpartei;-;915
162;ödp;-;827
162;PIRATEN;-;2830
162;K:Nass;1567;-
163;Wahlberechtigte;201833;201833
163;Wähler;143521;143521
163;Ungültige;2030;1855
163;Gültige;141491;141666
163;CDU;53872;40566
163;SPD;37845;29227
163;FDP;11845;24654
163;GRÜNE;21452;26051
163;DIE LINKE;10034;11807
163;NPD;1534;1295
163;REP;-;544
163;PBC;-;444
163;MLPD;234;133
163;BüSo;-;75
163;Volksabstimmung;-;205
163;ADM;-;28
163;DVU;-;76
163;DIE VIOLETTEN;-;254
163;Die Tierschutzpartei;-;894
163;ödp;-;405
163;PIRATEN;4359;5008
163;K:Ringger;101;-
163;K:Leyendecker;215;-
164;Wahlberechtigte;208654;208654
164;Wähler;155522;155522
164;Ungültige;2991;2339
164;Gültige;152531;153183
164;CDU;68951;55285
164;SPD;39021;31160
164;FDP;17668;29292
164;GRÜNE;15506;18066
164;DIE LINKE;8569;9935
164;NPD;2310;1567
164;REP;-;1228
164;PBC;-;896
164;MLPD;-;67
164;BüSo;-;71
164;Volksabstimmung;-;406
164;ADM;-;48
164;DVU;-;95
164;DIE VIOLETTEN;-;263
164;Die Tierschutzpartei;-;1107
164;ödp;-;390
164;PIRATEN;-;3307
164;K:Zundel;506;-
165;Wahlberechtigte;208664;208664
165;Wähler;146160;146160
165;Ungültige;3219;2667
165;Gültige;142941;143493
165;CDU;68652;55806
165;SPD;33279;27376
165;FDP;14235;25553
165;GRÜNE;15404;16649
165;DIE LINKE;8935;10093
165;NPD;2436;1727
165;REP;-;1013
165;PBC;-;348
165;MLPD;-;58
165;BüSo;-;83
165;Volksabstimmung;-;316
165;ADM;-;58
165;DVU;-;81
165;DIE VIOLETTEN;-;321
165;Die Tierschutzpartei;-;1095
165;ödp;-;378
165;PIRATEN;-;2538
166;Wahlberechtigte;211807;211807
166;Wähler;162920;162920
